Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
referee,6AMIOYP4,576,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,0M64J3NV,2605,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,EVG2GI7V,4634,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,L0HEMAXT,6663,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,HPZ9HQZZ,8692,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,308DXD0T,10721,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,XAU6U9UR,12750,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,EYOERMVN,14779,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,530MB9ZL,16808,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,KR9WRIZB,20000,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,K9U3KPQX,576,12,4,0,1.4,1.3,3,5,40,0,33.76514236903411,0.8920325067639351,1.4458346983604375,83.33190374588783
referee,DA3QD0FQ,2605,12,4,0,1.4,1.3,3,5,40,0,35.80153947920902,0.9486644023656844,1.332942188565738,78.47388327044517
referee,4WI7LIVL,4634,12,4,0,1.4,1.3,3,5,40,0,36.293022343425214,0.9607112467288972,1.2684250922740208,77.07950139108235
referee,V99TOPQ3,6663,12,4,0,1.4,1.3,3,5,40,0,36.56178466873922,0.9659297379851342,1.2379140030395048,76.13103069672952
referee,5BPIL7L7,8692,12,4,0,1.4,1.3,3,5,40,0,36.7521760628694,0.9690065878629684,1.2198610980268334,75.43034743399588
referee,QRBINP0E,10721,12,4,0,1.4,1.3,3,5,40,0,36.9307845180728,0.971096152961254,1.2090729843997992,74.90615132409613
referee,1B58G7M5,12750,12,4,0,1.4,1.3,3,5,40,0,37.07963864552909,0.97252565741539,1.202043423614725,74.58146325491462
referee,AFJH8AYA,14779,12,4,0,1.4,1.3,3,5,40,0,37.21947802554154,0.9736208325624466,1.1972093357617852,74.3367414824453
referee,AE0AZJ06,16808,12,4,0,1.4,1.3,3,5,40,0,37.352117340806345,0.974564967751503,1.1933498327606562,74.12822609267835
referee,RKS611DO,20000,12,4,0,1.4,1.3,3,5,40,0,37.5367271626769,0.9757532984018326,1.1891815775972856,73.83199492554398
referee,1CS45ZNS,576,25,4,0,1.4,1.3,3,5,40,0,33.74937296298836,0.891742298901081,1.4411174960686426,83.24119816073092
referee,OFYCOO76,2605,25,4,0,1.4,1.3,3,5,40,0,35.74203274615314,0.9473505178093912,1.3379390666985702,78.55038568836532
referee,UGWJTTAN,4634,25,4,0,1.4,1.3,3,5,40,0,35.98564463179108,0.9537591338157654,1.3000222066275249,77.90570601340104
referee,Y9TXY9UO,6663,25,4,0,1.4,1.3,3,5,40,0,36.07431518377759,0.9555670699477196,1.2855815051984592,77.79853436208847
referee,1COYGT8S,8692,25,4,0,1.4,1.3,3,5,40,0,36.09661915900281,0.9560178712010384,1.282161959050412,77.78151205262314
referee,5B7PUOBP,10721,25,4,0,1.4,1.3,3,5,40,0,36.1129561388744,0.9564626121520996,1.2803926420934866,77.78053862683122
referee,13O34REH,12750,25,4,0,1.4,1.3,3,5,40,0,36.12744343838409,0.9567693310976028,1.2780478327375475,77.77404701456946
referee,GP9UBZD0,14779,25,4,0,1.4,1.3,3,5,40,0,36.12857265113609,0.9568613532185556,1.2783632421280653,77.75822568497729
referee,ZFK8RX75,16808,25,4,0,1.4,1.3,3,5,40,0,36.13268973287524,0.956917314827442,1.278455718676521,77.78002030920176
referee,877S4317,20000,25,4,0,1.4,1.3,3,5,40,0,36.1342484584724,0.9569138836860656,1.2775839056259384,77.7720559163587
referee,D9ZU2ILL,576,37,4,0,1.4,1.3,3,5,40,0,33.72816852341292,0.8913380596041679,1.4483876129903883,83.16481584079811
referee,YY4QRKET,2605,37,4,0,1.4,1.3,3,5,40,0,33.948519653157845,0.9020524847507476,1.444275004709877,82.06274614161512
referee,6MML435L,4634,37,4,0,1.4,1.3,3,5,40,0,33.95836677145571,0.9023300412297248,1.4483575208473254,82.09646839226406
referee,C30VVZAO,6663,37,4,0,1.4,1.3,3,5,40,0,33.95836677145571,0.9023300412297248,1.4483575208473254,82.09646839226406
referee,RDUM30H6,8692,37,4,0,1.4,1.3,3,5,40,0,33.95836677145571,0.9023300412297248,1.4483575208473254,82.09646839226406
referee,LSE7919A,10721,37,4,0,1.4,1.3,3,5,40,0,33.95836677145571,0.9023300412297248,1.4483575208473254,82.09646839226406
referee,6OS7DW3H,12750,37,4,0,1.4,1.3,3,5,40,0,33.95836677145571,0.9023300412297248,1.4483575208473254,82.09646839226406
