Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
referee,92N39Z71,576,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,N2EHFH5L,2605,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,8ZG43FU8,4634,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,4L5TU4MF,6663,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,7C5M5WRL,8692,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,XVH53SX8,10721,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,D5FIPV04,12750,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,9EF8ACL8,14779,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,7VTNC9E4,16808,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,JV8L7AFP,20000,0,4,0,1.4,1.3,3,5,40,0,43.33802747401332,0.9961791121959688,1.180039218235255,72.22868679487866
referee,E6Y2JXG9,576,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,IIHEFQRQ,2605,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,OBT8UE19,4634,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,MDQDM4ZJ,6663,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,IGW37W6Y,8692,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,1HZ1VNK6,10721,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,CHLJG3Z0,12750,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,2CVBBZ83,14779,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,FZVJQDTH,16808,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,HSUDJTLI,20000,12,4,0,1.4,1.3,3,5,40,0,40.54201632831753,0.9880472886562348,1.1777948804811664,71.63173658845233
referee,NG6VXJ4H,576,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,MOP97JH8,2605,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,5EZ90MF3,4634,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,NGYIPTSM,6663,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,FSVGV87U,8692,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,IJ2K0338,10721,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,FHQJ1BIC,12750,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,FD8CG37B,14779,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,HXB1F6DK,16808,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,NLGWPMBN,20000,25,4,0,1.4,1.3,3,5,40,0,36.22021200310551,0.9639369001984596,1.2260744371682182,76.93551654618416
referee,XH5AI2TY,576,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,Q020XTBT,2605,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,T6HKJB0S,4634,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,KVTJ0KJ9,6663,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,AJ9HNJ4J,8692,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,N5A4VG8W,10721,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,5IC1FE0Q,12750,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,N2P68ZN5,14779,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,BO9AHCJW,16808,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,F3WA0DVD,20000,37,4,0,1.4,1.3,3,5,40,0,34.40404662676522,0.917933139503002,1.445838983082263,80.6981359212132
referee,9K7N1XMY,576,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,39O3V4CV,2605,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,Q8VQGQHQ,4634,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,G92UTJ59,6663,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,YOLUAJM9,8692,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,1N9LIT3N,10721,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,YUZ8JV67,12750,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,E3RGP65R,14779,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,4KAVX07A,16808,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
referee,P5UCE16J,20000,50,4,0,1.4,1.3,3,5,40,0,32.29671949150861,0.8595666480064392,1.396518900523013,85.931664877312
ant,0JRG2HF1,576,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,M54LPF28,2605,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,GA0TA1PJ,4634,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,DS3LPNQH,6663,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,ESITJHCY,8692,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,NEVD1J94,10721,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,LJY4B60P,12750,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,APBBW8IH,14779,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,S7LA4CBL,16808,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,3O546R8H,20000,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,VE95N3ZZ,576,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,TT1XI4T0,2605,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,QL1Y4C40,4634,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,SLDXUODM,6663,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,JUOH2F0M,8692,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,UXCHBLXQ,10721,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,TCE3LMCF,12750,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,7YS0ILZT,14779,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,KVHJWX2F,16808,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,CH351AEW,20000,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,EUALPHFT,576,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,QVRURSYO,2605,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,26POT0T9,4634,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,WGOQ4JPK,6663,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,TUH51DGN,8692,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,TJEZ292Z,10721,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,TN8H0WOD,12750,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,10BUYBTS,14779,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,IHU82NPC,16808,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,XXVHWB2H,20000,25,4,0,1.4,1.3,3,5,40,0,34.42278721691312,0.9400245881080628,1.387629455052961,71.49751128526022
ant,ZCJOB7OS,576,37,4,0,1.4,1.3,3,5,40,0,33.39631825577646,0.9364587333798408,1.5522400174660411,90.62693361710171
