Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
wheel,0SYFC5CE,2048,37,4,4,1.4,1.3,3,5,40,0,33.599804657996685,0.9272567296028136,1.268766140347771,79.34083271519742
wheel,95EFK79L,2048,50,4,4,1.4,1.3,3,5,40,0,31.212606685899733,0.848173454105854,1.3906053116874897,85.9972446993331
wheel,QW9BFYEW,2048,0,4,12,1.4,1.3,3,5,40,0,40.50567349226071,0.995185844898224,1.1891922327434394,63.76549540577792
wheel,K4WEL95W,2048,12,4,12,1.4,1.3,3,5,40,0,38.22938571061865,0.9832814767956732,1.186229194422586,63.264187443881845
wheel,RXJO6RDS,2048,37,4,12,1.4,1.3,3,5,40,0,33.62358763181862,0.9281460908055306,1.262644169810204,79.99564486772313
wheel,9NERIIR5,2048,50,4,12,1.4,1.3,3,5,40,0,31.31962624156144,0.8502675586938858,1.3749404853821938,86.16826423327075
wheel,VHOZZZS8,2048,0,4,16,1.4,1.3,3,5,40,0,40.50567349226071,0.995185844898224,1.1891922327434394,63.76549540577792
wheel,1GKI544H,2048,12,4,16,1.4,1.3,3,5,40,0,38.23398988062474,0.9832734906673432,1.1863550774875882,63.31120896638931
wheel,H4HX7M0D,2048,37,4,16,1.4,1.3,3,5,40,0,33.636093472300715,0.9281449007987976,1.2625279439055896,80.12379574113574
wheel,CWBWN1ED,2048,50,4,16,1.4,1.3,3,5,40,0,31.23454018020339,0.8503267052769661,1.3823422615708187,86.37395415986244
runberk,NE04687M,2048,0,4,0,1.4,1.3,3,5,40,0,41.12232864605208,0.9960386663675308,1.1838568937055438,67.94412156697533
runberk,FZPTXCDI,2048,12,4,0,1.4,1.3,3,5,40,0,39.003671453717374,0.9880600437521936,1.180600342192064,67.0832655148427
runberk,RH0GYE6J,2048,37,4,0,1.4,1.3,3,5,40,0,33.664868016973045,0.9366054770350456,1.3120949043268484,77.20905551466254
runberk,W8NK6ALD,2048,50,4,0,1.4,1.3,3,5,40,0,31.545406017625933,0.8611317530274392,1.3252628611902189,85.0307529859362
runberk,8N2S1JMC,2048,0,4,4,1.4,1.3,3,5,40,0,41.12232864605208,0.9960386663675308,1.1838568937055438,67.94412156697533
runberk,WUNM4BRK,2048,12,4,4,1.4,1.3,3,5,40,0,38.7182467901968,0.986097754240036,1.184231739690339,67.32829069275364
runberk,SKSTSZJZ,2048,37,4,4,1.4,1.3,3,5,40,0,34.189499639574244,0.9389426738023758,1.3561050593393873,79.49363528074326
runberk,4IU77F3L,2048,50,4,4,1.4,1.3,3,5,40,0,32.11083131907797,0.8612857812643051,1.3708612523821706,85.43935794351792
runberk,1PBFXVOZ,2048,0,4,12,1.4,1.3,3,5,40,0,41.12232864605208,0.9960386663675308,1.1838568937055438,67.94412156697533
runberk,KV09TGPZ,2048,12,4,12,1.4,1.3,3,5,40,0,38.65893133647224,0.9856228670477868,1.1831756948061511,67.31277276860311
runberk,HEXNB9ZV,2048,37,4,12,1.4,1.3,3,5,40,0,34.063716943130856,0.9399758207798004,1.321659871425663,80.0647960246302
runberk,ROF9A6U2,2048,50,4,12,1.4,1.3,3,5,40,0,32.11927518656367,0.8614061141014099,1.3421423137536863,85.57388665215167
runberk,XLYKGV0I,2048,0,4,16,1.4,1.3,3,5,40,0,41.12232864605208,0.9960386663675308,1.1838568937055438,67.94412156697533
runberk,J2ZHNJ3Q,2048,12,4,16,1.4,1.3,3,5,40,0,38.64594755094566,0.9855607694387436,1.1826529762318194,67.28355735295186
runberk,64Z53COB,2048,37,4,16,1.4,1.3,3,5,40,0,34.0472654157127,0.9402195325493812,1.3086632146166703,80.19455873945151
runberk,5KTK5DP1,2048,50,4,16,1.4,1.3,3,5,40,0,32.12259748872091,0.8615912395715714,1.324935975897164,85.72039355478348
ant,M71MWCB7,2048,0,4,0,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,GH98LIG7,2048,12,4,0,1.4,1.3,3,5,40,0,39.19086546130687,0.9810117980837822,1.1619809476225642,59.91015406359441
ant,G9PG3KLJ,2048,37,4,0,1.4,1.3,3,5,40,0,33.39631825577646,0.9364587333798408,1.5522400174660411,90.62693361710171
ant,QHTQ1HAO,2048,50,4,0,1.4,1.3,3,5,40,0,31.69378767253274,0.929187944829464,0.9895845055444724,89.78513521927206
ant,XLXQ4GJH,2048,0,4,4,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,U653LQZ6,2048,12,4,4,1.4,1.3,3,5,40,0,38.64167638424704,0.9774140059947968,1.144591578027141,60.19703655055826
ant,BECPV6SX,2048,37,4,4,1.4,1.3,3,5,40,0,32.688950549605586,0.9347440129518508,1.374235720063062,89.87262344255824
ant,L4ZJEJAU,2048,50,4,4,1.4,1.3,3,5,40,0,31.560185920663614,0.9273943534493446,0.7121973713220016,88.7542330589937
ant,SFB8LXUO,2048,0,4,12,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,PXSIPPFH,2048,12,4,12,1.4,1.3,3,5,40,0,38.63636380630548,0.9773668321967124,1.144688742680637,60.20225133158643
ant,B3259L3H,2048,37,4,12,1.4,1.3,3,5,40,0,32.69849375323293,0.9347171145677566,1.3583122133248258,89.83457766436594
