Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,PSNR(dB),SSIM,Cbleed,Ringing,Blurring,VIF,Compression Ratio (%)
ant,Q32FZKTY,14016,0,4,0,1.4,1.3,16,5,250,33.959491118514904,0.9387301343679428,90.56040490210265,16.014909421226758,16.402008607811677,9.319953429623204,76.78623474795067
ant,OO3KYPUG,20000,0,4,0,1.4,1.3,16,5,250,34.148698210739106,0.9403739362955094,88.61575943889855,14.674126777148736,13.632447039944418,9.297972112107766,74.2756052859549
ant,4QSHS7K0,576,12,4,0,1.4,1.3,16,5,0,31.66931669238542,0.9311242714524268,100.50037650342404,16.833038264074517,66.76525152808499,9.355129047710902,94.08316406364814
ant,P0B1Q1YR,5184,12,4,0,1.4,1.3,16,5,0,33.58914879479797,0.9372548466920853,93.3533785734954,18.872226852239468,22.862643548073933,9.358057185570988,84.17130018397116
ant,69C2UHWA,14016,12,4,0,1.4,1.3,16,5,0,33.95737012704696,0.93865358710289,90.64154965639467,17.986268459557113,16.445159092179917,9.322175903420783,76.69725478124309
ant,X1IQA39M,20000,12,4,0,1.4,1.3,16,5,0,34.13837603272295,0.9402033519744872,88.66438108121142,17.04174126046264,13.731289612498069,9.303655521797836,74.2322941591608
ant,855GWUPA,576,12,4,0,1.4,1.3,16,5,10,31.881996845280987,0.931770252585411,99.59129758752891,17.35951164714534,59.16886727154988,9.356242582143771,93.86731005476152
ant,Z2JJW42R,5184,12,4,0,1.4,1.3,16,5,10,33.580639065259,0.937299254834652,93.4103389431424,18.302903789321476,23.2242954530962,9.35731039255401,84.63909448645943
ant,D80CYLT9,14016,12,4,0,1.4,1.3,16,5,10,33.97041087738246,0.9386959254741668,90.85772841435184,16.680642478141227,16.34703817032566,9.320426038451648,76.55406005468251
ant,PMI4J3C1,20000,12,4,0,1.4,1.3,16,5,10,34.14990453308035,0.9403637421131134,88.59994367525086,15.52730595392988,13.623360427137897,9.300159195762609,74.17986190627742
ant,2KC1JJMH,576,12,4,0,1.4,1.3,16,5,40,31.93793512258619,0.9322257554531096,98.6273369695216,17.506968359930866,57.44268795638366,9.355973759002058,93.90188563321506
ant,FXBW80LP,5184,12,4,0,1.4,1.3,16,5,40,33.5818102127057,0.9373165264725684,93.44226280743632,18.084580488577885,23.15449185121869,9.359298213252313,84.4803628729082
ant,RFT6NCEU,14016,12,4,0,1.4,1.3,16,5,40,33.952970013644354,0.9388795110583306,90.5610186607832,15.958197713230264,16.659961391829157,9.321311134420007,77.19511150624052
ant,6MHHW9ZD,20000,12,4,0,1.4,1.3,16,5,40,34.146756216835854,0.940526984333992,88.77048782190391,14.67308020186218,14.019662181896,9.294812532150203,74.7833290087523
ant,SBH7JYTM,576,12,4,0,1.4,1.3,16,5,250,31.74082079836098,0.9317279425263404,99.220654828559,17.51752924924715,58.57800627141581,9.355143527359816,94.10116611985212
ant,UJGRYUPP,5184,12,4,0,1.4,1.3,16,5,250,33.59345402262653,0.9373722913861274,93.40837589578508,18.271766562592447,22.3964324599058,9.360155467142492,84.11391862982103
ant,3VIUUYO5,14016,12,4,0,1.4,1.3,16,5,250,33.95926263674588,0.9387107503414154,90.56370113691167,16.117380197019617,16.38729476543486,9.32040816695602,76.74029410732905
ant,LTSAH257,20000,12,4,0,1.4,1.3,16,5,250,34.14092206236598,0.940315773189068,88.7056929651331,14.695025034031133,13.742503508146651,9.30055298193158,74.40130363204757
ant,98WOLR1N,576,37,4,0,1.4,1.3,16,5,0,31.639509035141337,0.9311485666036606,99.9745833658854,16.826597953903033,66.73481732794534,9.35513312998328,94.0043671420756
ant,H46VQNZ9,5184,37,4,0,1.4,1.3,16,5,0,33.58891958462846,0.9372558638453484,93.35030895423422,18.8206020398749,22.77302306362013,9.358505258969906,84.05956480914058
ant,3OG2GJ34,14016,37,4,0,1.4,1.3,16,5,0,33.96188491158487,0.9386325326561928,90.6561294849537,17.916314594021095,16.367396821986148,9.321427087352111,76.5691924010843
ant,3Q7YJFKV,20000,37,4,0,1.4,1.3,16,5,0,34.13801267483837,0.9401965901255608,88.61188258222415,17.00059940370164,13.70042131151327,9.304081695280347,74.20192833121003
ant,CBFY9KC8,576,37,4,0,1.4,1.3,16,5,10,31.86264662809463,0.9317069771885872,99.79886230468752,17.323642394988184,58.77279648101385,9.356086696244851,93.9159307767843
ant,4OQ3MGFF,5184,37,4,0,1.4,1.3,16,5,10,33.580320738472054,0.9372961649298668,93.4601950930748,18.350348209326405,23.195683088780548,9.357475900205763,84.6068703001786
ant,ONY50RAP,14016,37,4,0,1.4,1.3,16,5,10,33.96782261865331,0.9387061554193497,90.69356760344328,16.687702304459886,16.36947905619165,9.320063001543213,76.60968438564981
ant,EVAC415C,20000,37,4,0,1.4,1.3,16,5,10,34.14791552328292,0.9403446862101554,88.5722057303723,15.548480872885008,13.641333340996692,9.300359983442643,74.19670722923514
ant,OP8BEKV7,576,37,4,0,1.4,1.3,16,5,40,31.92072178792353,0.9322048243880272,99.46215788363232,17.55430457838065,56.93233390132277,9.355825816615226,93.91911653392152
ant,A7YRFNH3,5184,37,4,0,1.4,1.3,16,5,40,33.58192812400791,0.9373303574323654,93.41435900487076,18.114868215808823,23.01173462714613,9.35992590985082,84.39288729151542
ant,XSO4K5T9,14016,37,4,0,1.4,1.3,16,5,40,33.952107912191785,0.9388700085878372,90.54056849922844,15.964537107053197,16.677461095421947,9.32116830873843,77.19119251928599
ant,S682O6UI,20000,37,4,0,1.4,1.3,16,5,40,34.14614105508875,0.9405313286185264,88.79547520134066,14.674572070624084,14.051756038152922,9.29356941068673,74.80671019059866
ant,E525PWMT,576,37,4,0,1.4,1.3,16,5,250,31.76667935168998,0.9318462669849396,99.18703327305175,17.431132243855764,59.551822450950425,9.355087067579731,94.08889716230578
ant,CETCI657,5184,37,4,0,1.4,1.3,16,5,250,33.59036757823236,0.9373702064156532,93.48230342640818,18.29797805895337,22.384020917081006,9.36125419319059,84.14521363693682
ant,Q7JZ7Y1F,14016,37,4,0,1.4,1.3,16,5,250,33.96211066374494,0.9387107837200164,90.66249753086416,16.03191483513279,16.42131368355879,9.320315373424643,76.74272135086217
ant,UCD47RV6,20000,37,4,0,1.4,1.3,16,5,250,34.150911886705565,0.940393331348896,88.60764688102815,14.671523375781362,13.578374240192415,9.298927889499744,74.2276545842824
ant,1V2VO8O8,576,50,4,0,1.4,1.3,16,5,0,31.63563120528121,0.9310379883646964,100.57434752121914,16.84372720401459,65.95789274052771,9.355561464763374,93.9982547866159
ant,4B6MANEG,5184,50,4,0,1.4,1.3,16,5,0,33.59060276737008,0.937256953716278,93.33249205849728,18.801992413409724,22.83287449643842,9.358130615033438,84.09067650880208
ant,YJ41LIFW,14016,50,4,0,1.4,1.3,16,5,0,33.960500277641216,0.9386381703615188,90.68309995177468,17.980168512819848,16.398023574420577,9.322152875032156,76.62768644185377
ant,ZOSL4E97,20000,50,4,0,1.4,1.3,16,5,0,34.13617977455257,0.9401793932914734,88.6581402777778,17.037917315961494,13.756620865946577,9.303768258905611,74.23956324786676
ant,Z28HH079,576,50,4,0,1.4,1.3,16,5,10,31.89292769346093,0.9317515489459036,99.88987803940006,17.364997006451937,58.98089185522885,9.356303297003596,93.86358701715474
ant,WTH03RWH,5184,50,4,0,1.4,1.3,16,5,10,33.582940457430624,0.9373016729950904,93.42009001012738,18.316123849331248,23.15013609906128,9.357286011445472,84.55888167282592
ant,CM2RRI3I,14016,50,4,0,1.4,1.3,16,5,10,33.970499262109726,0.9386877816915512,90.780346293885,16.688721626305924,16.339420195427035,9.320309864486884,76.53561553220949
ant,8DOHCK0P,20000,50,4,0,1.4,1.3,16,5,10,34.14518494175509,0.9403419536352158,88.59662215350114,15.493676573926011,13.657234449593767,9.300541510738167,74.2467185595321
ant,H51RNWES,576,50,4,0,1.4,1.3,16,5,40,31.970487997265742,0.9322848975658417,98.79864596836414,17.537571309019334,57.825068515967,9.35595256156764,93.87995194816318
ant,AFJDQRBW,5184,50,4,0,1.4,1.3,16,5,40,33.580950975451174,0.9373262470960616,93.40572798876347,18.188308387938363,23.00384786558886,9.359792178658696,84.38480280068507
ant,GQI7MMX7,14016,50,4,0,1.4,1.3,16,5,40,33.95479459194308,0.9389066115021706,90.52201896701392,15.985593919859234,16.68644288560354,9.319699398791151,77.25201266844137
ant,3L9F00DJ,20000,50,4,0,1.4,1.3,16,5,40,34.14421341245953,0.9405053436756134,88.82466381655095,14.733553548945595,14.041045949010488,9.294956755561987,74.81672257017279
ant,ZQUOAJOD,576,50,4,0,1.4,1.3,16,5,250,31.82033117109196,0.9319667708873748,99.03665263430752,17.472224358367068,58.71345913546339,9.35514365033436,94.06784840979203
ant,CGQMJ6SU,5184,50,4,0,1.4,1.3,16,5,250,33.59322228016519,0.9373805075883864,93.43338715277774,18.28308441181061,22.213256100787312,9.361158412101334,84.01273291503416
ant,SMXPNIZH,14016,50,4,0,1.4,1.3,16,5,250,33.96178403000959,0.938707049190998,90.59501917076588,16.01010006983336,16.388461049628784,9.319857471707817,76.70235578523065
ant,K54ZFX1B,20000,50,4,0,1.4,1.3,16,5,250,34.14518753318879,0.94035415828228,88.66678661868251,14.76089020870578,13.717926037843664,9.297728641010806,74.35407351829897
ant,67XLDFIJ,576,0,4,4,1.4,1.3,1,5,0,32.87999847778713,0.9335924732685088,97.24782363763504,18.01833835421472,33.97763302370161,9.38735832931456,90.64494199425236
ant,D9M7FYNG,5184,0,4,4,1.4,1.3,1,5,0,33.58707462840508,0.9372004649043084,93.34918845124412,18.346483432744417,19.86192302594912,9.396613308577674,81.56081240599568
ant,EQ1X6UHT,14016,0,4,4,1.4,1.3,1,5,0,33.94394544876624,0.9384148731827736,90.30477841314628,17.468439565998526,15.12610757106299,9.355396324427725,75.050945250172
ant,TPB8PMJI,20000,0,4,4,1.4,1.3,1,5,0,34.07497215578525,0.939572720825672,89.24069754653738,16.930160967122866,13.355413424543055,9.337367272698048,73.80022584742562
ant,9RIUFYXQ,576,0,4,4,1.4,1.3,1,5,10,32.569741942661274,0.9316939660906792,98.32352969714502,18.012336971122306,30.91525289001001,9.375621432130917,91.85637671325313
ant,MHIUL9CE,5184,0,4,4,1.4,1.3,1,5,10,33.591289860863455,0.9373341956734658,93.31122836612656,17.61788205788325,19.35552247819671,9.39640214522248,81.49544749616238
ant,D23ACYJO,14016,0,4,4,1.4,1.3,1,5,10,33.940071565495124,0.9384503889083864,90.65918727334106,15.704204206382537,15.217971877062348,9.35634872363683,75.17017726778975
ant,NPYFS9WV,20000,0,4,4,1.4,1.3,1,5,10,34.130814939766445,0.940054803788662,88.95977000868055,14.700406363261548,12.773201484376978,9.327854971225566,73.35289877035464
ant,G6BRBJIG,576,0,4,4,1.4,1.3,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,9.372649852912811,92.3922476117093
ant,6BYOXYMK,5184,0,4,4,1.4,1.3,1,5,40,33.59160856608085,0.9373571774363518,93.47243552035113,17.483506796790504,19.45723028959615,9.394446779353135,81.6982361082184
ant,XF3DNSH0,14016,0,4,4,1.4,1.3,1,5,40,33.94946383446022,0.9385469850897789,90.70490150824656,15.629547190135746,14.990259332024843,9.35575219023277,75.0835866189351
ant,T9IFNTJ0,20000,0,4,4,1.4,1.3,1,5,40,34.12547711951133,0.9400293841958046,88.97807942949458,14.382810154456038,12.751572350482125,9.327084944058642,73.39648169785686
ant,0RHD9VZZ,576,0,4,4,1.4,1.3,1,5,250,32.3274639097225,0.9308139872550965,101.31685540605712,18.02963509550442,32.27086457694978,9.374145613104425,92.1741433457972
ant,CPMQ0FCQ,5184,0,4,4,1.4,1.3,1,5,250,33.58422662824367,0.9373472225666046,93.36810651282796,17.594006971245914,19.46021344727408,9.395224461484055,81.73403795033191
ant,KE9H0HIG,14016,0,4,4,1.4,1.3,1,5,250,33.93546190528557,0.9385189858078956,90.77012153260036,15.482398283440034,15.124148916272754,9.358096180555556,75.28541444709256
ant,HALV63UC,20000,0,4,4,1.4,1.3,1,5,250,34.12190439565058,0.940000652074814,89.10626318238813,14.420624467077532,12.876045591661956,9.327305251736114,73.49204809102669
ant,Z8V2U3TQ,576,12,4,4,1.4,1.3,1,5,0,32.88418893982198,0.9336067828536032,97.29637903525276,17.933615458623265,34.111301411764856,9.38563391685957,90.80350294224266
ant,HJD8EDMK,5184,12,4,4,1.4,1.3,1,5,0,33.58629076461963,0.9371979692578316,93.36098627748846,18.41466139426249,19.931176716027817,9.396508464345423,81.59032490614186
ant,AIGIL4SC,14016,12,4,4,1.4,1.3,1,5,0,33.94774887674407,0.9384536901116372,90.18240817539552,17.337984516769062,15.044734997258049,9.354826240194186,74.97800152524444
ant,MBJA58SS,20000,12,4,4,1.4,1.3,1,5,0,34.070447151415635,0.9395402604341508,89.23759585624039,16.80895809459303,13.391313351905051,9.337562094103651,73.83086979703124
ant,BOM7WGGC,576,12,4,4,1.4,1.3,1,5,10,32.569741942661274,0.9316939660906792,98.32352969714502,18.012336971122306,30.91525289001001,9.375621432130917,91.85637671325313
ant,RO2ACAU1,5184,12,4,4,1.4,1.3,1,5,10,33.590227408725944,0.9373379650712014,93.3244992259838,17.589345629328573,19.37915439321852,9.396240553465791,81.52532661121721
ant,VNJA46OP,14016,12,4,4,1.4,1.3,1,5,10,33.94140547701906,0.9384383970499038,90.6541493513696,15.828122348479374,15.196669854217289,9.356345723218874,75.15192869466446
ant,KQZD32H0,20000,12,4,4,1.4,1.3,1,5,10,34.12179585814724,0.9399586671590804,88.96602119261186,14.690119815606185,12.862417999276763,9.328831060313789,73.42532417765274
ant,DWJ2FAQI,576,12,4,4,1.4,1.3,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,9.372649852912811,92.3922476117093
ant,9HV1NC5K,5184,12,4,4,1.4,1.3,1,5,40,33.59129483176229,0.9373609563708304,93.488033121142,17.502004793031432,19.540325745060212,9.394411962287808,81.71032175831037
ant,PHK25GMD,14016,12,4,4,1.4,1.3,1,5,40,33.94915026406082,0.9385445603728294,90.74985693841624,15.54597763769119,15.00618669819294,9.356071336484051,75.10264427323808
ant,904AN8GM,20000,12,4,4,1.4,1.3,1,5,40,34.12230813755119,0.9400240775942802,89.01238218315977,14.44970666723846,12.780323120202786,9.32700125868056,73.4555572657228
ant,TR1DW74K,576,12,4,4,1.4,1.3,1,5,250,32.3274639097225,0.9308139872550965,101.31685540605712,18.02963509550442,32.27086457694978,9.374145613104425,92.1741433457972
ant,9M6D8LPV,5184,12,4,4,1.4,1.3,1,5,250,33.58340928948827,0.93734595566988,93.38690275487072,17.52953719220012,19.448213304441595,9.395314003022118,81.73767249468487
ant,3H304SGW,14016,12,4,4,1.4,1.3,1,5,250,33.93394826748003,0.9385228753089904,90.81367472873258,15.514214105019333,15.128770159614636,9.358540844425152,75.32015437016032
ant,QITTQC7K,20000,12,4,4,1.4,1.3,1,5,250,34.11561053595867,0.9399781346321106,89.14287348090275,14.408043332354662,12.941841888011098,9.328130728362911,73.58762712608993
ant,UN55SI9L,576,37,4,4,1.4,1.3,1,5,0,32.88058361188351,0.933646876513958,97.2714803771219,18.11407643887168,33.87926542298659,9.387114657278806,90.66598442581945
ant,NX6E53EC,5184,37,4,4,1.4,1.3,1,5,0,33.5868755241556,0.9371978658437728,93.35170261983986,18.357679144267653,19.850005737613188,9.396442337802204,81.5511792832236
ant,NL4C763U,14016,37,4,4,1.4,1.3,1,5,0,33.94488567374885,0.9384242296218872,90.27522276234568,17.373159652079092,15.118859218533148,9.355107125289347,75.04533857044837
ant,LESF440I,20000,37,4,4,1.4,1.3,1,5,0,34.073263308313614,0.9395597758889198,89.27793460407024,16.83447801906613,13.374384911611182,9.338303838734568,73.81286141988058
ant,Y1T1TKG4,576,37,4,4,1.4,1.3,1,5,10,32.569741942661274,0.9316939660906792,98.32352969714502,18.012336971122306,30.91525289001001,9.375621432130917,91.85637671325313
ant,00JMCJSE,5184,37,4,4,1.4,1.3,1,5,10,33.590756414086535,0.9373363041877748,93.32879246961802,17.497986023152663,19.388291788288235,9.396261772601594,81.50701482862492
ant,GPZKKDFJ,14016,37,4,4,1.4,1.3,1,5,10,33.94231182710922,0.9384437158703804,90.63323378423996,15.857095065715937,15.18928712620981,9.3560549615805,75.12837684725717
ant,GN6QZXGI,20000,37,4,4,1.4,1.3,1,5,10,34.125812508613414,0.9399862760305404,88.950471638696,14.621263058011378,12.839780550054453,9.328210796842852,73.3899964065418
ant,ASWC12XW,576,37,4,4,1.4,1.3,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,9.372649852912811,92.3922476117093
ant,8Z4IPWBL,5184,37,4,4,1.4,1.3,1,5,40,33.59253254826268,0.9373592883348464,93.44688018301508,17.443685429776885,19.47616990272484,9.394172190072007,81.68733879610616
ant,9QO9PMTP,14016,37,4,4,1.4,1.3,1,5,40,33.94384396318474,0.938534294962883,90.7905747070313,15.613755327490486,15.00858046840584,9.356617043627828,75.16159974311672
ant,OZ2VA1CX,20000,37,4,4,1.4,1.3,1,5,40,34.12725142630923,0.940039527118206,88.94930220630788,14.417563486452249,12.747703820707727,9.327083719135802,73.37873247952092
ant,A6ZRL8EJ,576,37,4,4,1.4,1.3,1,5,250,32.3274639097225,0.9308139872550965,101.31685540605712,18.02963509550442,32.27086457694978,9.374145613104425,92.1741433457972
ant,N4JULUK7,5184,37,4,4,1.4,1.3,1,5,250,33.583590970535475,0.9373420923948288,93.40192023292828,17.529471427312746,19.485796534087143,9.39537358539095,81.77125568450639
ant,3V9IIWM3,14016,37,4,4,1.4,1.3,1,5,250,33.93587274401535,0.9385279911756516,90.79920997540508,15.53629625616728,15.131785278237592,9.35808494727366,75.31164637590102
ant,J1IA1Y8S,20000,37,4,4,1.4,1.3,1,5,250,34.117366710832854,0.939991070330143,89.12702254292057,14.462960991108128,12.91859066213369,9.327090896669237,73.57593969564009
ant,O4QQR0PQ,576,50,4,4,1.4,1.3,1,5,0,32.879216697006726,0.9336061677336692,97.41747427903158,18.078047892952046,34.064974476014214,9.386312577160492,90.73310023788883
ant,86L55253,5184,50,4,4,1.4,1.3,1,5,0,33.58863769288845,0.9372085943818091,93.3040937487944,18.309319237627644,19.84890770503309,9.396205418113423,81.52151508035662
ant,PVGKFBFK,14016,50,4,4,1.4,1.3,1,5,0,33.947579258247764,0.9384520202875136,90.22427401258682,17.391968269933383,15.084287743587064,9.354663321437762,75.0082346133145
ant,36222OQT,20000,50,4,4,1.4,1.3,1,5,0,34.072604382305265,0.939554191827774,89.27616210816933,16.870944075676977,13.379196591685847,9.33785165653935,73.83092036460485
ant,9B32K142,576,50,4,4,1.4,1.3,1,5,10,32.569741942661274,0.9316939660906792,98.32352969714502,18.012336971122306,30.91525289001001,9.375621432130917,91.85637671325313
ant,DWXY5379,5184,50,4,4,1.4,1.3,1,5,10,33.592876760490824,0.9373354983329772,93.30589478443297,17.55961660252362,19.34826265839463,9.396005631912296,81.46063804268093
ant,XV7LLRKR,14016,50,4,4,1.4,1.3,1,5,10,33.93862146498793,0.938436242043972,90.68503777247297,15.809128207622685,15.236131971856336,9.356579583815584,75.18711108400127
ant,QK1SJ8FH,20000,50,4,4,1.4,1.3,1,5,10,34.12457103631757,0.939979681968689,88.95212515190977,14.68309510534164,12.845297340833916,9.328697299382714,73.41221453419521
ant,I5UJ0LS9,576,50,4,4,1.4,1.3,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,9.372649852912811,92.3922476117093
ant,62G0SOSX,5184,50,4,4,1.4,1.3,1,5,40,33.59126702268911,0.9373564264178276,93.47449588397,17.552734757385494,19.47974645230549,9.394569981352884,81.71090960635355
ant,WG24O2ZJ,14016,50,4,4,1.4,1.3,1,5,40,33.94761500657431,0.93853725284338,90.73931183931332,15.621913759647631,15.01012322299391,9.356351799607763,75.10436357074072
ant,52LBTXYG,20000,50,4,4,1.4,1.3,1,5,40,34.1240335692666,0.9400222095847128,88.96797050178438,14.408120429853234,12.747387554059586,9.3274548289609,73.39809986021226
ant,SBMYCOBD,576,50,4,4,1.4,1.3,1,5,250,32.3274639097225,0.9308139872550965,101.31685540605712,18.02963509550442,32.27086457694978,9.374145613104425,92.1741433457972
ant,T6JJMU0O,5184,50,4,4,1.4,1.3,1,5,250,33.58226702632104,0.9373416835069656,93.412459033806,17.554758035449566,19.50354252489521,9.395498716403036,81.77257676236685
ant,85Q7FL9D,14016,50,4,4,1.4,1.3,1,5,250,33.93419653977057,0.9385199409723282,90.86655535300928,15.517415317732128,15.118536541284772,9.358876768261316,75.3267218337825
ant,M61QBREK,20000,50,4,4,1.4,1.3,1,5,250,34.117902730582564,0.939976813197136,89.11547853250381,14.428532493578098,12.9130140006257,9.327731402713477,73.54314662415618
ant,ZJM2L0UJ,576,0,4,4,1.4,1.3,4,5,0,32.88478039281742,0.9335565561056136,97.18116984471447,18.156979042190983,34.61549262461229,9.384824547485849,90.95720940316671
ant,ZGXHZ5D3,5184,0,4,4,1.4,1.3,4,5,0,33.61703186006013,0.9373488822579384,92.89024433593752,18.258464704961668,19.041202978782664,9.386551163837442,81.68771173196151
ant,6RPO8JW6,14016,0,4,4,1.4,1.3,4,5,0,33.927060084473226,0.9383959117531776,89.99523003231097,17.32050704883802,14.71237748034031,9.350536675347216,75.31173486915482
ant,XUPIBNZJ,20000,0,4,4,1.4,1.3,4,5,0,34.126748353645624,0.9399235582351684,88.87048369261188,16.66500355918412,12.425643956619096,9.324239002218356,73.33957421470929
ant,P9GQ4SQD,576,0,4,4,1.4,1.3,4,5,10,32.53839678393249,0.932129832804203,97.53459013189622,17.904824547954302,32.7975594939187,9.3740475147891,92.09369665713574
ant,MEPPIXD0,5184,0,4,4,1.4,1.3,4,5,10,33.61194780381847,0.9374392637610436,92.90960364583329,17.35513873271512,18.876354701345203,9.385675918692131,81.93305927815422
ant,BXLA1O74,14016,0,4,4,1.4,1.3,4,5,10,33.94088038993137,0.938587871491909,89.85791015263312,15.385818366692082,14.43720493374216,9.348345796360594,75.15137245135479
ant,L0K1TOPQ,20000,0,4,4,1.4,1.3,4,5,10,34.14307140520262,0.9400713294744492,88.77453757595484,14.490437801442354,12.303834088258702,9.319267386831278,73.2039772660831
ant,NSF4IHJH,576,0,4,4,1.4,1.3,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,9.371638245081018,92.49724485735678
ant,287OJ5X6,5184,0,4,4,1.4,1.3,4,5,40,33.609373463502294,0.937455441057682,93.02962426094714,17.25815532228329,18.993457591088276,9.384567314493315,82.15477280463249
ant,W85EZSNB,14016,0,4,4,1.4,1.3,4,5,40,33.95099604480898,0.9386922407150268,89.86642261405282,15.0543428626202,14.308013350023169,9.34712116849923,75.09705023540785
ant,83632QZB,20000,0,4,4,1.4,1.3,4,5,40,34.151310215102924,0.9401215270161628,88.76439205608604,14.061305103917771,12.263405438838063,9.316617907664613,73.17662652970861
ant,GJEEQT2J,576,0,4,4,1.4,1.3,4,5,250,32.301406198809545,0.9309661597013472,101.039561492091,17.97300888648716,32.56696930440643,9.374310518743574,92.24103792473204
ant,6ZDO249Y,5184,0,4,4,1.4,1.3,4,5,250,33.60163110019257,0.937432849407196,93.0657079487365,17.33599514584972,19.15545259929208,9.385304388503087,82.26401140551623
ant,9KEB3895,14016,0,4,4,1.4,1.3,4,5,250,33.94765660209,0.9386611932516098,90.06233018904318,15.13719058243782,14.435936963745998,9.346672811374749,75.22792543684854
ant,AP864T3A,20000,0,4,4,1.4,1.3,4,5,250,34.136461630556134,0.9400780317187308,88.82576072892556,14.115699923493771,12.366616603004584,9.316724449427724,73.33992818772454
ant,BFHDO8OD,576,12,4,4,1.4,1.3,4,5,0,32.882791561470114,0.933644921183586,97.0863577654804,18.076906956275263,34.81430354610571,9.385371704603909,90.93167909944208
ant,1D5ACREX,5184,12,4,4,1.4,1.3,4,5,0,33.61624757327319,0.937351363003254,92.9317190899884,18.23232058288318,19.0963942360366,9.386743684092078,81.73975208614944
ant,0B8HQHFE,14016,12,4,4,1.4,1.3,4,5,0,33.925676607851265,0.938378427028656,90.0393000651042,17.317801102861186,14.791094910569957,9.35053657407407,75.35584875617991
ant,BETRK3GQ,20000,12,4,4,1.4,1.3,4,5,0,34.1224294829457,0.939904815852642,88.90249164737654,16.684024463195897,12.454560442871248,9.324906917116769,73.37741140166045
ant,1IS02PLJ,576,12,4,4,1.4,1.3,4,5,10,32.53839678393249,0.932129832804203,97.53459013189622,17.904824547954302,32.7975594939187,9.3740475147891,92.09369665713574
ant,8VGGPD6J,5184,12,4,4,1.4,1.3,4,5,10,33.61276711415902,0.93744348436594,92.96850841169952,17.28980992559528,18.96536949070392,9.385539501350314,81.94630166149246
ant,NV5TWZ9A,14016,12,4,4,1.4,1.3,4,5,10,33.93886931178091,0.9385696378350258,89.85933564694253,15.464099873975975,14.486153207665076,9.348499769322276,75.1728257444574
ant,XJJOJS9H,20000,12,4,4,1.4,1.3,4,5,10,34.14549857523469,0.9400353309512138,88.73287517240547,14.473615047048538,12.308166908259825,9.31925529915767,73.18115864849311
ant,TQ3DKOHY,576,12,4,4,1.4,1.3,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,9.371638245081018,92.49724485735678
ant,FVHZFVS4,5184,12,4,4,1.4,1.3,4,5,40,33.61033699559628,0.937460520863533,92.99137798394104,17.247567939758312,19.008427803445567,9.38419965840406,82.1394950764566
ant,RAUEINMD,14016,12,4,4,1.4,1.3,4,5,40,33.95048236783489,0.9386873126029968,89.86222962480707,15.105058547336926,14.283551036002716,9.34719004710005,75.09698070499414
ant,J912PFOT,20000,12,4,4,1.4,1.3,4,5,40,34.15034592885435,0.9401176112890244,88.7453411325714,14.061983906824905,12.255168340448654,9.316586687403545,73.17000217756615
ant,P1OJQDS5,576,12,4,4,1.4,1.3,4,5,250,32.301406198809545,0.9309661597013472,101.039561492091,17.97300888648716,32.56696930440643,9.374310518743574,92.24103792473204
ant,9YA90EF7,5184,12,4,4,1.4,1.3,4,5,250,33.601380524452814,0.9374441766738892,93.02023289930555,17.32711287608924,19.09257170111788,9.385149549093368,82.24744420421337
ant,KCMJV9B1,14016,12,4,4,1.4,1.3,4,5,250,33.94663302980357,0.9386722442507744,89.95845828149109,15.01301715687791,14.392727562728892,9.346902212737907,75.2178182430739
ant,J81E3QM8,20000,12,4,4,1.4,1.3,4,5,250,34.13600707206884,0.9400805839896202,88.82620800178431,14.14977933822775,12.379365927968133,9.316486202739204,73.34856892186457
ant,GJJ4Q452,576,37,4,4,1.4,1.3,4,5,0,32.89500925121299,0.933685257732868,96.99028810643328,18.02590089167097,34.70047813513569,9.387354709201391,90.7359004172773
ant,L67H24RW,5184,37,4,4,1.4,1.3,4,5,0,33.61574687252737,0.9373499149084092,92.92270564356672,18.242586091703657,19.040711221244067,9.38678279963992,81.71972100605451
ant,AD8NUH6U,14016,37,4,4,1.4,1.3,4,5,0,33.91986236140525,0.9383521288633346,90.11994968291862,17.46040039885493,14.830758555518305,9.351654716435185,75.43996791487456
ant,U4EXKEWB,20000,37,4,4,1.4,1.3,4,5,0,34.12567394632624,0.939911753833294,88.8541809919946,16.695163473665595,12.427663521729423,9.324257970036008,73.33540238988674
ant,S7LW20FA,576,37,4,4,1.4,1.3,4,5,10,32.53839678393249,0.932129832804203,97.53459013189622,17.904824547954302,32.7975594939187,9.3740475147891,92.09369665713574
ant,P1Q72CBU,5184,37,4,4,1.4,1.3,4,5,10,33.61172793686013,0.9374349418282508,92.92179050925928,17.305975525034725,18.95025590626653,9.385718621399176,81.93748394084479
