Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
referee,IGZDEDXB,6936,42,4,0,1.4,1.3,3,5,40,0,36.558742897856106,0.9670709052681924,1.2405371053556853,78.33223717582631
referee,6VBR7MVE,10024,42,4,0,1.4,1.3,3,5,40,0,36.81066491379829,0.9712611120939256,1.2181540390640264,77.26869364678487
referee,4HQO9B2K,13112,42,4,0,1.4,1.3,3,5,40,0,37.00391435768081,0.973808546960354,1.206431944941924,76.5921184747682
referee,3A6X2KNZ,16200,42,4,0,1.4,1.3,3,5,40,0,37.16729715887726,0.9754145085811616,1.1992517273536456,76.14783809400701
referee,RP4BV5DL,20000,42,4,0,1.4,1.3,3,5,40,0,37.34251182870093,0.976796985566616,1.1934176190592949,75.74856285375574
referee,HMNYJC3J,576,50,4,0,1.4,1.3,3,5,40,0,32.991094548315104,0.8932167819142341,1.576214317359443,86.38425730298478
referee,Q2T6SCG0,3848,50,4,0,1.4,1.3,3,5,40,0,36.05955073064777,0.9578600323200226,1.2945414635080814,80.00848271047252
referee,G7Z8J44W,6936,50,4,0,1.4,1.3,3,5,40,0,36.55598576790456,0.967065803706646,1.240534438359274,78.34039119707037
referee,NXY3FKVY,10024,50,4,0,1.4,1.3,3,5,40,0,36.81157114518479,0.9712964594364166,1.217858618783395,77.26533090314001
referee,ZDMQQHPD,13112,50,4,0,1.4,1.3,3,5,40,0,37.002952242469625,0.9737824329733848,1.206200675786533,76.5904244610524
referee,AUOYQQ8U,16200,50,4,0,1.4,1.3,3,5,40,0,37.165333677379856,0.9753993171453476,1.19936446693667,76.1423262284839
referee,MZ37DFFQ,20000,50,4,0,1.4,1.3,3,5,40,0,37.34641019273908,0.976847399175167,1.1933189979890158,75.72494147593474
ant,DPFHFWAA,576,0,4,0,1.4,1.3,3,5,40,0,31.939675018616555,0.9322453734278678,1.315385391536387,93.86752496694936
ant,R6KQQQ4J,3848,0,4,0,1.4,1.3,3,5,40,0,33.491061734192925,0.9370393517613412,1.5513024322605506,86.11207101710038
ant,3QR6IMZQ,6936,0,4,0,1.4,1.3,3,5,40,0,33.66671186355462,0.9375560507178308,1.5235423909380057,82.40651082793973
ant,LABQKTJZ,10024,0,4,0,1.4,1.3,3,5,40,0,33.8065764059157,0.9380202728509904,1.503732673005797,79.46187884451831
ant,6YJHKHQZ,13112,0,4,0,1.4,1.3,3,5,40,0,33.922858792035704,0.9385849821567536,1.4869745934416114,77.51460375723393
ant,ZASTVJNL,16200,0,4,0,1.4,1.3,3,5,40,0,34.0278023946105,0.939377276301384,1.4713925900916365,75.92660495947798
ant,MNJ38CJ4,20000,0,4,0,1.4,1.3,3,5,40,0,34.1409482860017,0.9404305759072304,1.4588417142486672,74.68723797700629
ant,I3YZCKQW,576,8,4,0,1.4,1.3,3,5,40,0,31.912891129737258,0.9322229900956154,1.313979882477763,93.905330549167
ant,B663VLED,3848,8,4,0,1.4,1.3,3,5,40,0,33.49092942638489,0.9370455923676492,1.552859966700728,86.09193248091152
ant,X4XY8IO6,6936,8,4,0,1.4,1.3,3,5,40,0,33.66717540353608,0.9375563415884972,1.525463325505746,82.39568936718791
ant,5QURNXFS,10024,8,4,0,1.4,1.3,3,5,40,0,33.8024280898341,0.938006786108017,1.5020522910078002,79.50872970146486
ant,NVLVWSS6,13112,8,4,0,1.4,1.3,3,5,40,0,33.92299945722015,0.93860234439373,1.4867571792462808,77.5182256596935
ant,5ODBN21I,16200,8,4,0,1.4,1.3,3,5,40,0,34.02866132182285,0.9394131648540496,1.4719144122109211,75.96770375492679
ant,87DHKEIU,20000,8,4,0,1.4,1.3,3,5,40,0,34.14809522261374,0.9404913318157196,1.4588879576612366,74.63273877455174
ant,VNE2VYO3,576,17,4,0,1.4,1.3,3,5,40,0,31.924953899559647,0.9322219222784044,1.3089827756562047,93.9036871030248
ant,E70CC5G4,3848,17,4,0,1.4,1.3,3,5,40,0,33.490349881598966,0.9370430049300194,1.548763203404129,86.17542586588279
ant,2ALQQDQT,6936,17,4,0,1.4,1.3,3,5,40,0,33.665895009040185,0.9375602358579636,1.5223204717240046,82.42650398235445
ant,RLZ87LER,10024,17,4,0,1.4,1.3,3,5,40,0,33.80470836097153,0.938011862039566,1.5015429058823095,79.5221553922574
ant,CGL8F3WA,13112,17,4,0,1.4,1.3,3,5,40,0,33.92268708670878,0.9386069479584694,1.4870406333010868,77.52040006535859
ant,K7KITHDM,16200,17,4,0,1.4,1.3,3,5,40,0,34.02793348452403,0.939435049891472,1.4718980932660344,76.01459885850024
ant,B512VIH7,20000,17,4,0,1.4,1.3,3,5,40,0,34.14334341417556,0.940434543788433,1.4593165766487124,74.67031048174147
ant,ZD4JPSJ9,576,25,4,0,1.4,1.3,3,5,40,0,31.919159911722527,0.932223402261734,1.29788799654472,93.92370554122633
ant,ICYLMYB2,3848,25,4,0,1.4,1.3,3,5,40,0,33.48912093099608,0.9370433950424194,1.553085082524149,86.09738113696766
ant,C52JFHQ7,6936,25,4,0,1.4,1.3,3,5,40,0,33.6656313764951,0.9375579392910004,1.5227409772675384,82.43560614560364
ant,WRGEHV8S,10024,25,4,0,1.4,1.3,3,5,40,0,33.804465657310736,0.9380128118395804,1.501319557695658,79.5145323305362
ant,11FKW21P,13112,25,4,0,1.4,1.3,3,5,40,0,33.925987097254804,0.9386043274402618,1.4865296536811814,77.41351285664756
ant,P5SD6LBE,16200,25,4,0,1.4,1.3,3,5,40,0,34.02872354341258,0.9394182309508324,1.472440808178061,75.95258405041841
ant,F30RKVN7,20000,25,4,0,1.4,1.3,3,5,40,0,34.143112901586484,0.940436914563179,1.4586119985565895,74.6774025839398
ant,RPN2UBEE,576,33,4,0,1.4,1.3,3,5,40,0,31.9277436505314,0.9321930268406868,1.306875459506493,93.89988189311087
ant,5530PGIV,3848,33,4,0,1.4,1.3,3,5,40,0,33.49095376680382,0.9370440816879272,1.5508456742499812,86.08535869634267
ant,GKUCXT1Q,6936,33,4,0,1.4,1.3,3,5,40,0,33.667481182717616,0.9375575506687164,1.5233323643168126,82.3469043005509
ant,SWGXQLOD,10024,33,4,0,1.4,1.3,3,5,40,0,33.80322866993725,0.9380060762166976,1.5015076434215535,79.55300161215746
ant,XF6T0OH0,13112,33,4,0,1.4,1.3,3,5,40,0,33.92140445006327,0.938617899119854,1.4888951962110917,77.53378150952425
ant,EI6Y8XRG,16200,33,4,0,1.4,1.3,3,5,40,0,34.03055455469336,0.939413633942604,1.4734716720355563,75.90154240580921
