Sequence,Video ID,PSNR(dB),SSIM,Cbleed,Ringing,Blurring,VIF,Compression Ratio (%)
duck,HMHHN8PV,32.822861975714275,0.9057527241110802,95.33023507908949,16.7224964240823,4.508512280485666,9.469873177887091,70.41722356840829
duck,9FJXXWYO,34.27399706842323,0.9566852802038193,79.95572342664931,15.123922594036996,3.9765998973058556,9.20832675620499,67.23984168556893
duck,FZYUAHX1,34.29784257462836,0.9572408843040466,79.7629501977238,15.03460860837791,3.9739234160214467,9.199245670171035,67.16310539262086
duck,FY1206XC,32.80933382153095,0.9050879541039467,95.22383510079085,16.728342607191436,4.515896753022106,9.471345064139657,70.4553831236412
duck,Y9TB9L9W,33.8291557079845,0.9462507343292237,84.17055331669562,16.194019476710206,4.088381671605557,9.34327923659336,68.13634155614756
duck,Z3YW3LG9,32.851664215172114,0.9071079784631729,95.100589784674,16.710514500291453,4.491086255369341,9.46553727816358,70.37097320139833
duck,TSJ3LPWU,33.92750673890201,0.9481534099578858,83.27147991295331,15.921661752897585,4.051602651935868,9.297491198077417,68.1642738196185
duck,U5OSJ017,34.28848312088503,0.9570045602321625,79.812821697772,15.068672052872039,3.9751955463220203,9.202275617283954,67.19429294364275
duck,2MYP1O6S,34.3068825853986,0.9573113825917244,79.66258548659339,15.020185711687223,3.9729934843158556,9.195189861432606,67.12968022646689
duck,T9R9QAZ9,30.019232161907606,0.7001481020450592,104.79995359278556,14.911813734494533,12.835501651998023,9.56004873087063,79.39208295104774
duck,ERHETDYC,33.86567219021913,0.9469847521185875,84.38890444034529,16.14671999390448,4.08745213637798,9.322959380626285,68.15898950817662
duck,OVMDMDSP,34.20497134012709,0.9561520558595658,80.71036081693673,15.500966333721381,4.003636825550164,9.251780033918475,67.1846977465509
duck,1V6YXHX4,33.865370126628264,0.9470255568623542,84.3130628725405,16.146067166693978,4.087379412878409,9.322891241480194,68.15862921421467
duck,V5DKYNAY,32.89259753042283,0.9082919624447823,95.5601605613426,16.7217809812657,4.487837038632245,9.455151904095933,70.26839055739056
duck,2H57G1LT,32.862192077769684,0.9068105402588844,95.8833867669753,16.737909928568808,4.5074453801514185,9.45807318270962,70.34445050904165
duck,HNEBGX9W,34.20401847049798,0.9561739012598991,80.7573628556616,15.503965406028225,4.004132086711102,9.251983614647635,67.18426792217525
duck,NRI219UT,33.95761067596445,0.9485587701201439,83.47847055965471,15.886925559789747,4.055454426612693,9.278096810699587,68.21309049098902
duck,Z87A8FNN,32.832404374546385,0.9054908710718155,95.71771240716629,16.801100447087823,4.587920265590604,9.486789525462965,70.25779032977326
duck,QJZFE89B,32.82204693270771,0.9053008458018303,95.680447679157,16.799564827513258,4.592462523371905,9.48668640046296,70.27109592257852
duck,OHK26EAI,34.32370826044577,0.9575848600268364,79.72090540605711,14.955394338430535,3.977620967688156,9.175863085937506,67.19419812944226
