Sequence,Video ID,PSNR(dB),SSIM,VIF,Compression Ratio (%)
referee,1DUIE2D4,36.8161428621618,0.9713620561361312,1.2175070941544006,77.24192443750685
referee,UQEW9JZM,36.0558065232937,0.9578975805640221,1.2952421223649353,79.99348310395143
referee,RPZ0S199,36.56385067802917,0.9671053043007851,1.2400872425646046,78.36570026766049
referee,GUVZ3UIA,37.34487494921496,0.9768223711848258,1.1934361295824183,75.7437589342631
referee,QUCTF9X1,37.34567445064584,0.9768363291025162,1.1934208561445423,75.73133195304928
referee,IZ8JUXIR,36.80938677789737,0.9712588474154472,1.2182816745134657,77.25742339881728
referee,NXY3FKVY,36.811571145184786,0.9712964594364166,1.217858618783395,77.26533090314001
referee,PSODV6WA,37.34351904488382,0.9768119940161705,1.1935276020061065,75.72585169225965
referee,G50YINTL,36.55843411996381,0.9670741322636605,1.2402233698258551,78.34006250784192
referee,3LIUO7ME,36.0602051735121,0.9578668791055679,1.2945308970052958,80.00633990954094
referee,3A6X2KNZ,37.16729715887726,0.9754145085811615,1.1992517273536456,76.14783809400701
referee,Q2T6SCG0,36.05955073064777,0.9578600323200226,1.2945414635080814,80.00848271047252
referee,KL2QGV0Y,36.813774396024556,0.9713110819458961,1.2177882349323002,77.26059651406109
referee,0TELWOMN,37.343617944603594,0.9768143445253372,1.1934061966283736,75.7284622432471
referee,KDI963JE,32.972182590794866,0.8932865750789643,1.55867000249023,86.51528420714627
referee,E4LIJPG8,37.0038283976899,0.9737866470217704,1.206313856745264,76.6011763913905
referee,QKUNZPLL,37.16816816272802,0.9754151248931885,1.1990301366982024,76.1408913735828
referee,S615P7IC,36.059877027993444,0.9578921142220497,1.2948617912888793,80.00820458881766
referee,AUOYQQ8U,37.165333677379856,0.9753993171453476,1.1993644669366699,76.1423262284839
referee,Z11NQO00,36.560997639824436,0.9671170991659165,1.2399739544066057,78.34106753836735
referee,4JUHMIWW,36.55837462875645,0.9670818132162095,1.2402482273824198,78.35359565472841
referee,0VHHIU0B,37.00500620608319,0.9738118118047714,1.206129975618842,76.59406532635205
referee,ZJ0C5CGZ,36.81121050558349,0.9712874966859818,1.2179264349301127,77.25932600377423
referee,IWMQ8EBT,36.05961396379274,0.9579003006219864,1.2946009097918634,80.02529642869672
referee,8O1QZ298,32.984496481318224,0.8934025087952614,1.568135262785537,86.43211951140346
referee,MZ37DFFQ,37.34641019273908,0.976847399175167,1.1933189979890158,75.72494147593474
referee,HMNYJC3J,32.991094548315104,0.8932167819142341,1.576214317359443,86.38425730298478
referee,CWCHQI68,36.0612243306127,0.9578940564393997,1.2941744898434004,80.02187679653157
referee,KJ7HXWYK,32.96551698589723,0.8931111147999764,1.566832477619835,86.53025852988053
referee,9A13V3M0,32.97458076792035,0.8933287951350212,1.5633031133303792,86.47300339466443
referee,P5WMZV7U,37.00695593897806,0.9738303858041764,1.2060975768501023,76.59180874837986
referee,4HQO9B2K,37.00391435768081,0.9738085469603539,1.206431944941924,76.5921184747682
referee,7TDIK0PA,32.99335493176173,0.8931838947534562,1.5679730216876342,86.46323753201165
referee,I92ANO06,36.811697807345084,0.9712897446751595,1.217763391766288,77.25967365584278
referee,619EZKYD,37.164633201847806,0.9753993400931358,1.1991183050565302,76.13311028819409
referee,6272WA8W,37.006208341282395,0.9738249540328979,1.205890025250119,76.60027249601228
referee,ZDMQQHPD,37.002952242469625,0.9737824329733848,1.2062006757865327,76.5904244610524
referee,IGZDEDXB,36.558742897856106,0.9670709052681923,1.2405371053556853,78.33223717582631
referee,ARCMNBP0,36.560251074136126,0.9670677220821381,1.240090150795612,78.3626662132441
referee,SA1QGTM4,37.00602305172662,0.973828854560852,1.2059296939074216,76.57978630775489
referee,D8033GZB,36.05593554306185,0.9578957948088646,1.2951662521004377,80.0068203014902
referee,0CSQNQ9U,37.164610262791555,0.9754004174470902,1.199099598661588,76.13106862240971
referee,G7Z8J44W,36.55598576790456,0.967065803706646,1.240534438359274,78.34039119707037
referee,VB5JR4B3,32.980300964535616,0.8931728926301002,1.573276416228026,86.4827439735304
referee,6VBR7MVE,36.810664913798284,0.9712611120939255,1.2181540390640264,77.26869364678487
referee,P9WZJIO0,37.16477187072398,0.9753948047757148,1.199113292961816,76.13964614708274
referee,RP4BV5DL,37.34251182870093,0.9767969855666161,1.1934176190592947,75.74856285375574
referee,5ZC6ZZ2H,37.345993205955565,0.9768374490737916,1.193241925756244,75.73265303090974
referee,5HMHIPKR,37.16935118433698,0.9754286840558052,1.1990342525796804,76.13653624130593
ant,B663VLED,33.49092942638489,0.9370455923676491,1.5528599667007281,86.09193248091152
ant,P5SD6LBE,34.02872354341258,0.9394182309508323,1.4724408081780607,75.95258405041841
ant,RLZ87LER,33.80470836097153,0.938011862039566,1.5015429058823095,79.5221553922574
ant,RPN2UBEE,31.9277436505314,0.9321930268406868,1.306875459506493,93.89988189311089
ant,TMYTI4SE,33.48962210830832,0.9370437696576118,1.5507003713940068,86.11501025731624
ant,HAJQPU2W,34.14825141460006,0.9404469341039657,1.4604926935171298,74.56198209718265
ant,OIDJ9IHS,33.92343006000368,0.938617260158062,1.4882791378728464,77.5168160885792
ant,NVLVWSS6,33.92299945722015,0.9386023443937301,1.4867571792462808,77.5182256596935
ant,MNJ38CJ4,34.1409482860017,0.9404305759072303,1.4588417142486672,74.68723797700629
ant,VNE2VYO3,31.924953899559647,0.9322219222784043,1.3089827756562047,93.9036871030248
ant,E70CC5G4,33.490349881598966,0.9370430049300194,1.548763203404129,86.17542586588279
ant,K7KITHDM,34.02793348452403,0.9394350498914719,1.4718980932660344,76.01459885850024
ant,XF6T0OH0,33.92140445006327,0.9386178991198539,1.4888951962110915,77.53378150952425
ant,BYWKUS93,31.9163401765004,0.9322352239489555,1.319424192863312,93.8914813549455
ant,5530PGIV,33.49095376680382,0.9370440816879273,1.5508456742499812,86.08535869634267
ant,F30RKVN7,34.143112901586484,0.940436914563179,1.4586119985565897,74.6774025839398
ant,3QR6IMZQ,33.66671186355462,0.9375560507178307,1.5235423909380057,82.40651082793973
ant,11FKW21P,33.925987097254804,0.9386043274402618,1.4865296536811814,77.41351285664756
ant,5ODBN21I,34.02866132182285,0.9394131648540497,1.4719144122109211,75.96770375492679
ant,BXY42DUZ,33.48962112464457,0.9370377504825592,1.546151775029135,86.11671059197879
ant,87DHKEIU,34.14809522261374,0.9404913318157196,1.4588879576612366,74.63273877455174
ant,C52JFHQ7,33.6656313764951,0.9375579392910004,1.5227409772675384,82.43560614560364
