Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead
referee,73YXA21V,5184,37,4,4,1.4,1.3,4,5,250
referee,C30FYKWS,14016,37,4,4,1.4,1.3,4,5,250
referee,SF7YKU6X,20000,37,4,4,1.4,1.3,4,5,250
referee,UIFJVWBZ,576,50,4,4,1.4,1.3,4,5,0
referee,W68V4KV7,5184,50,4,4,1.4,1.3,4,5,0
referee,ZQHIZVIT,14016,50,4,4,1.4,1.3,4,5,0
referee,CEIXTLBL,20000,50,4,4,1.4,1.3,4,5,0
referee,TUOTAQZD,576,50,4,4,1.4,1.3,4,5,10
referee,L0S45IEV,5184,50,4,4,1.4,1.3,4,5,10
referee,9IO0Y3LN,14016,50,4,4,1.4,1.3,4,5,10
referee,2CHL3TTD,20000,50,4,4,1.4,1.3,4,5,10
referee,VWB9J8QW,576,50,4,4,1.4,1.3,4,5,40
referee,JP0QCEI0,5184,50,4,4,1.4,1.3,4,5,40
referee,SVKZ81PS,14016,50,4,4,1.4,1.3,4,5,40
referee,XDGQIB6Q,20000,50,4,4,1.4,1.3,4,5,40
referee,WVJA2GAO,576,50,4,4,1.4,1.3,4,5,250
referee,YVSMRXOD,5184,50,4,4,1.4,1.3,4,5,250
referee,XMI8QWK9,14016,50,4,4,1.4,1.3,4,5,250
referee,8UYMDRQ7,20000,50,4,4,1.4,1.3,4,5,250
referee,830S2A2T,576,0,4,4,1.4,1.3,12,5,0
referee,QL32NLPN,5184,0,4,4,1.4,1.3,12,5,0
referee,SO8W8L5X,14016,0,4,4,1.4,1.3,12,5,0
referee,Q1WKHI59,20000,0,4,4,1.4,1.3,12,5,0
referee,ZSD0YZSG,576,0,4,4,1.4,1.3,12,5,10
referee,EAIBXXIY,5184,0,4,4,1.4,1.3,12,5,10
referee,J0N8I7IM,14016,0,4,4,1.4,1.3,12,5,10
referee,9KVG6TMD,20000,0,4,4,1.4,1.3,12,5,10
referee,7231KF1Q,576,0,4,4,1.4,1.3,12,5,40
referee,5NULYWPT,5184,0,4,4,1.4,1.3,12,5,40
referee,VJUAOQIT,14016,0,4,4,1.4,1.3,12,5,40
