Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,PSNR(dB),SSIM,Cbleed,Ringing,VIF
ant,WXMZJG9Q,1536,21,4,4,1.4,1.3,1,5,187,33.25298619741826,0.9351808431729748,97.0905153582013,18.51498526288501,25.07562826375301
ant,U8LVMGG2,1536,21,4,4,1.4,1.3,1,5,250,33.251587555428166,0.9351741852451912,97.14943369691856,18.49591513076108,24.974263786276435
ant,ITP48IB5,1536,21,4,4,1.4,1.3,4,5,0,33.303600424572245,0.9362629156800644,94.97404354697382,18.73516112680865,25.51411656416593
ant,DP7RYQSM,1536,21,4,4,1.4,1.3,4,5,62,33.26508438230581,0.9353396326155212,95.7257916412344,18.48011000739409,25.02315087677122
ant,QU6R46WV,1536,21,4,4,1.4,1.3,4,5,125,33.2571292653664,0.9352987304848818,96.93143619407788,18.48702800210539,25.43900368841164
ant,S05RBLTX,1536,21,4,4,1.4,1.3,4,5,187,33.250658025255696,0.9352930143697938,96.84077434250428,18.45731611518753,25.341191701395587
ant,NVJ29OCI,1536,21,4,4,1.4,1.3,4,5,250,33.25058356363946,0.935293255753778,96.754137575529,18.459601925003756,25.185279742661027
ant,5YWBEQTC,1536,21,4,4,1.4,1.3,8,5,0,33.29662439601597,0.936347322380958,94.82035442842688,18.85392692990941,25.454492441804657
ant,B6GJMVX8,1536,21,4,4,1.4,1.3,8,5,62,33.26266142256624,0.935401359897348,95.31656008153674,18.52375600789644,25.071231292818798
ant,AACK25GL,1536,21,4,4,1.4,1.3,8,5,125,33.255583301868555,0.935360807981064,96.73227573911882,18.31492732800529,25.47563501847428
ant,JLYHV6EG,1536,21,4,4,1.4,1.3,8,5,187,33.25472898968531,0.9353581367440484,96.38257170455591,18.380217936618585,25.459076438065992
ant,Y8FCB8IS,1536,21,4,4,1.4,1.3,8,5,250,33.25315520615484,0.935352422111663,96.64693368732146,18.65383287051342,25.266216072994386
ant,V46ZBGDD,1536,21,4,4,1.4,1.3,12,5,0,33.30483259776195,0.9363691409428916,94.97714036755842,18.724364430258536,25.56421200742492
ant,AEB698DD,1536,21,4,4,1.4,1.3,12,5,62,33.262838278971095,0.935446050629687,95.13076458827582,18.351874809652823,25.190019998009085
ant,6MPCCABF,1536,21,4,4,1.4,1.3,12,5,125,33.24986979244292,0.9353919061855296,96.46897138295787,18.46359325316832,25.38431512343405
ant,OWC0JGLE,1536,21,4,4,1.4,1.3,12,5,187,33.24733946662096,0.9353913160698925,96.0004308115576,18.52940196588414,25.421271412350965
ant,L03ZVJ1G,1536,21,4,4,1.4,1.3,12,5,250,33.25041059665999,0.9353653791531996,96.04479784478458,18.453190966147137,25.412077395217143
ant,01OXEGUW,1536,21,4,4,1.4,1.3,16,5,0,33.31178799782526,0.9364190896352133,94.78536077449364,18.856964942497093,25.484372542436905
ant,VE13Q6M1,1536,21,4,4,1.4,1.3,16,5,62,33.254620517390755,0.9354993733600596,94.83653736645668,18.42859757027684,25.416444303908296
ant,8X3WUEMX,1536,21,4,4,1.4,1.3,16,5,125,33.244346177222035,0.9353957282963083,96.23728420973836,18.328022931992955,25.52084730593993
ant,GQQDBD3P,1536,21,4,4,1.4,1.3,16,5,187,33.25024552496366,0.9354061620745492,95.8259965688053,18.49019200542803,25.192274362255173
ant,NNB21SV1,1536,21,4,4,1.4,1.3,16,5,250,33.250880756808506,0.935411525306417,95.9327828126439,18.50461717331597,25.45089991687244
ant,HJSNTCJZ,1536,21,4,8,1.4,1.3,1,5,0,33.28407335363129,0.9362248588557268,95.3238120786884,18.91837163575257,24.947916895166024
ant,53MA3Q8D,1536,21,4,8,1.4,1.3,1,5,62,33.26279019731422,0.9353850033152756,97.151062854612,18.654856344094533,24.035286012883407
ant,10SRKDX5,1536,21,4,8,1.4,1.3,1,5,125,33.25212561030691,0.9353029953306587,97.13326958715308,18.593558287172577,24.348488622389397
ant,HFBGRZDT,1536,21,4,8,1.4,1.3,1,5,187,33.249800837783724,0.935302777669916,96.8311293671496,18.51129320209209,24.53435371447917
ant,0HY5ABK6,1536,21,4,8,1.4,1.3,1,5,250,33.25070786180584,0.9352979553279592,96.82967578436909,18.5314395105108,24.533629165441628
ant,YTALQRCK,1536,21,4,8,1.4,1.3,4,5,0,33.292503215972786,0.9362862706184388,94.97539800995024,18.864143580418737,25.01373729882645
ant,3KFWQNPS,1536,21,4,8,1.4,1.3,4,5,62,33.25959488584438,0.9355162693493402,96.53523407509137,18.58686537642473,24.20106484464471
ant,BQ1URMS3,1536,21,4,8,1.4,1.3,4,5,125,33.25445524653729,0.9354074155513328,96.85769244657304,18.508942514186348,24.37797394928113
