Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,PSNR(dB),SSIM,Cbleed,Ringing,VIF,Compression Ratio (%)
misato,53Y55DQK,1536,21,4,4,1.4,1.0,16,5,40,31.08754395498959,0.8766571244597435,110.70591172236692,14.010215999952363,4.783085110081977,62.48683741861386
misato,AEJXKPRK,1536,21,4,4,1.4,1.5,16,5,40,31.072676618161427,0.875854481458664,110.88660894941162,14.020792088159524,4.790026599787716,62.52795517690275
misato,ISY1ICCH,1536,21,4,4,1.4,2.0,16,5,40,31.08222544358205,0.8763544020056725,110.73642769820604,14.031948788926632,4.784259379945552,62.48901182427895
misato,JQQ7F2WP,1536,21,4,8,1.4,0.0,1,5,40,31.041801604467533,0.8749787187576294,110.73349840253664,14.0621628883219,4.7934795815232105,62.38976664012923
misato,3R00N32M,1536,21,4,8,1.4,0.5,1,5,40,31.04758566277413,0.875277715921402,110.52095112726656,14.05571999772111,4.790392398318613,62.3636548093081
misato,1OZJGAJC,1536,21,4,8,1.4,1.0,1,5,40,31.04787104109989,0.8753106275200844,110.48188607614772,14.056729106559285,4.790312468030383,62.36043744743738
misato,OATGMP7T,1536,21,4,8,1.4,1.5,1,5,40,31.04732861795836,0.8752786302566529,110.51664670018324,14.055591227373844,4.790845450789776,62.36341461333347
misato,EPT1IT08,1536,21,4,8,1.4,2.0,1,5,40,31.046562755348543,0.875228642821312,110.56495122010028,14.056632004904015,4.790864404443363,62.36395189380304
misato,17LPTH77,1536,21,4,8,1.4,0.0,4,5,40,31.015682389242283,0.8717620104551316,111.6928852430556,14.121990087351111,4.834569598821583,62.70272303223399
misato,664AGY3S,1536,21,4,8,1.4,0.5,4,5,40,31.02472716846078,0.8724496576189995,111.59995859254435,14.100411683057054,4.830416351951009,62.6753786168062
misato,0W5C1P6L,1536,21,4,8,1.4,1.0,4,5,40,31.015920816584863,0.8718100836873055,111.56947854094324,14.100601313590824,4.834762642148845,62.74361955738835
misato,NOI1YBNC,1536,21,4,8,1.4,1.5,4,5,40,31.018577191704157,0.8718943125009537,111.6187057556906,14.115302232883147,4.8325952178265,62.68190815474816
misato,0QA0BYVN,1536,21,4,8,1.4,2.0,4,5,40,31.0194064306704,0.871943027973175,111.58361146677272,14.113348604142129,4.833620755862966,62.713316938904576
misato,7VCTWDWF,1536,21,4,8,1.4,0.0,8,5,40,31.028639777249342,0.8723248946666717,111.64309977816356,14.073234142566186,4.835177306779988,62.74299378366497
misato,B5FSEJ0Y,1536,21,4,8,1.4,0.5,8,5,40,31.03169257832428,0.8724237641692162,111.67635754484957,14.08594841080096,4.837784386531104,62.72287421031623
misato,5J09LL1R,1536,21,4,8,1.4,1.0,8,5,40,31.0286269652229,0.8720675280690193,111.5774630353009,14.071635622149694,4.8407007774062585,62.74068663811916
misato,FDKC41FV,1536,21,4,8,1.4,1.5,8,5,40,31.02593621188187,0.8720871493220329,111.71739348837758,14.093501475108868,4.837480468455025,62.7614635899248
misato,6B7M918F,1536,21,4,8,1.4,2.0,8,5,40,31.02613146590211,0.871957802772522,111.58560103563848,14.07345008886955,4.841002293791769,62.74443495951275
misato,2W9P8B6Q,1536,21,4,8,1.4,0.0,12,5,40,31.028868880314807,0.8721749809384346,111.58559811559608,14.089639096075937,4.836404828211501,62.732911873677146
misato,8P7YOGCI,1536,21,4,8,1.4,0.5,12,5,40,31.03475656723229,0.8724097844958305,111.43984396098573,14.074316973946242,4.836080591511773,62.70782403622155
misato,022JBWQF,1536,21,4,8,1.4,1.0,12,5,40,31.038677088473367,0.8728907322883606,111.62071307267551,14.076805490930164,4.833143022626068,62.67265428877814
misato,348NAW7S,1536,21,4,8,1.4,1.5,12,5,40,31.031172908328028,0.8722552245855332,111.5842503942419,14.083064393384836,4.835558083574279,62.7280321028241
misato,VN7IFTK0,1536,21,4,8,1.4,2.0,12,5,40,31.02964837882022,0.8722577399015427,111.66212372685196,14.077065815021957,4.838113186367275,62.73698888429918
misato,RBRW7ND8,1536,21,4,8,1.4,0.0,16,5,40,31.03380824139991,0.8723778361082077,111.5594687258874,14.05693172807428,4.837010442604703,62.74495327714222
misato,D8UJ5BTG,1536,21,4,8,1.4,0.5,16,5,40,31.039860975953417,0.8726152139902115,111.42528331042638,14.0667126361971,4.833493089988653,62.69873451486576
misato,29WHTRUU,1536,21,4,8,1.4,1.0,16,5,40,31.03966317429014,0.8727318924665451,111.42865351562496,14.059167059221238,4.835306090449288,62.6768577183342
misato,46WJWIWS,1536,21,4,8,1.4,1.5,16,5,40,31.04621355070065,0.8731817179918289,111.47112837697723,14.05892448698192,4.829873896436856,62.65746505385604
misato,D1VDSD7A,1536,21,4,8,1.4,2.0,16,5,40,31.044302255826786,0.8731961169838905,111.5864512393904,14.053824592963428,4.829250794136579,62.68659197625347
misato,TKXBUY2H,1536,21,4,12,1.4,0.0,1,5,40,31.02953074410016,0.87391097843647,110.4692018675251,14.15514051640751,4.80692921343557,62.43520792596149
misato,5WOF5GN6,1536,21,4,12,1.4,0.5,1,5,40,31.02947103825956,0.8739179039001465,110.5243467351466,14.15583491455609,4.806184601773258,62.43260369592074
misato,4QNG6J8Y,1536,21,4,12,1.4,1.0,1,5,40,31.03058131751415,0.8739761617779732,110.41853702256944,14.156349917270248,4.806152767125463,62.42979087463888
misato,TV69IVAE,1536,21,4,12,1.4,1.5,1,5,40,31.030452550232763,0.8739594423770904,110.44812586082176,14.155880909881462,4.8062423859569705,62.432382462786215
misato,CLXLJAW8,1536,21,4,12,1.4,2.0,1,5,40,31.03086865069739,0.8739785328507423,110.41495502507716,14.15579460517391,4.806092356546938,62.43306512502991
misato,E5QTNFXT,1536,21,4,12,1.4,0.0,4,5,40,31.0021249588796,0.8706998389959335,111.572465779321,14.200515218930434,4.851516371758915,62.781222869311584
misato,2R2QOK9B,1536,21,4,12,1.4,0.5,4,5,40,31.00142703137828,0.8707193574309349,111.60826179349922,14.192139099069902,4.852162163716696,62.7660399553362
misato,OB10ZVRL,1536,21,4,12,1.4,1.0,4,5,40,31.00142997507793,0.8706615391373634,111.61056566719712,14.20258914260166,4.851643510353817,62.77768946010583
misato,SLNU6U1S,1536,21,4,12,1.4,1.5,4,5,40,30.999816225676867,0.8705929911136627,111.77969843147184,14.201596660248695,4.851983015470963,62.7912668536192
misato,7A22EJTR,1536,21,4,12,1.4,2.0,4,5,40,31.00342760608017,0.8708001494407653,111.4505760091145,14.199039373849496,4.850571146104089,62.77017385447853
misato,MUN4TP07,1536,21,4,12,1.4,0.0,8,5,40,31.005897244660467,0.8707287856936454,111.54601976273152,14.18010603435924,4.854252951977475,62.78051492328108
misato,6E2R577X,1536,21,4,12,1.4,0.5,8,5,40,31.00546768794416,0.8706885707378388,111.58192075978975,14.179038479704513,4.85460482027234,62.78526195425341
misato,5FRQY9GT,1536,21,4,12,1.4,1.0,8,5,40,31.0057169469706,0.8706916704773903,111.55516836781442,14.180725080082318,4.854496025068385,62.78800524512157
misato,R4AXFM0Z,1536,21,4,12,1.4,1.5,8,5,40,31.00332102169608,0.8705577716231346,111.64438722270452,14.176704593086566,4.856931934099583,62.83786487269772
misato,5K99PAQN,1536,21,4,12,1.4,2.0,8,5,40,31.00566717720149,0.8706879901885987,111.58307458043986,14.179899330749144,4.854962443228471,62.7859382955504
misato,A7GF2WVA,1536,21,4,12,1.4,0.0,12,5,40,31.010611288823547,0.8708756694197655,111.6064770857446,14.181887157029005,4.853608291650743,62.78182335924816
misato,A1MINMJD,1536,21,4,12,1.4,0.5,12,5,40,31.011928170733427,0.8708831974864006,111.51458817756556,14.182130756901602,4.851530932158481,62.75337909909443
misato,HSDCJS5L,1536,21,4,12,1.4,1.0,12,5,40,31.01034318992853,0.8708038273453712,111.5691385320216,14.17017913573576,4.853872322421464,62.75108459544203
misato,QPHX04A0,1536,21,4,12,1.4,1.5,12,5,40,31.01156846911808,0.870845542550087,111.51567051384067,14.17564838727828,4.854393313151299,62.75449158571378
misato,FE0C8LJR,1536,21,4,12,1.4,2.0,12,5,40,31.007732604681177,0.8706935468316078,111.70076872829864,14.17514911256294,4.853644430522947,62.80825123740432
misato,ZRNA77LW,1536,21,4,12,1.4,0.0,16,5,40,31.01308030603911,0.8707689067721367,111.46174509186918,14.1583435602644,4.856113933281014,62.744561378446775
misato,62OD1LRI,1536,21,4,12,1.4,0.5,16,5,40,31.01259936587001,0.8709145754575729,111.64425564115544,14.169357056427678,4.852452574981111,62.74378390200257
misato,B2OSRIC9,1536,21,4,12,1.4,1.0,16,5,40,31.016143998969728,0.8711518573760987,111.51893139588157,14.174927628953562,4.8496760940887365,62.72969451180642
misato,CAJUG6OP,1536,21,4,12,1.4,1.5,16,5,40,31.014214845836136,0.8710490906238556,111.54028641734182,14.172067834309775,4.851632916825095,62.73580054631942
misato,7EX7P7NS,1536,21,4,12,1.4,2.0,16,5,40,31.01049995976263,0.8708489137887955,111.58310232928244,14.169298419972383,4.854840794862908,62.75679873125958
misato,ISL4Z9RP,1536,21,4,16,1.4,0.0,1,5,40,30.96137452551121,0.869422145485878,110.17131220823688,14.192801986649902,4.861059579400925,62.76187445146034
misato,NBBL4S3E,1536,21,4,16,1.4,0.5,1,5,40,30.960973547718645,0.8694271087646485,110.18670009645058,14.192990445123357,4.861377880293243,62.76416895511274
misato,88IFTQ3H,1536,21,4,16,1.4,1.0,1,5,40,30.96098849834017,0.8694223409891129,110.18501085551692,14.192767376087303,4.861385996569645,62.76397932671173
misato,TAV5A9AX,1536,21,4,16,1.4,1.5,1,5,40,30.960926141924155,0.8694244334101677,110.18124715470675,14.193137483461904,4.8611857217721886,62.76323977594773
misato,T0MF40H8,1536,21,4,16,1.4,2.0,1,5,40,30.96079617388877,0.8694111567735672,110.17749182339888,14.192782446425175,4.861945767789236,62.76964289495567
misato,4F89Y75X,1536,21,4,16,1.4,0.0,4,5,40,30.916185344411293,0.865730082988739,111.1903814887152,14.221992360622789,4.9095776430239,63.06880066041251
misato,LL9XLPK7,1536,21,4,16,1.4,0.5,4,5,40,30.916209111458617,0.865728757083416,111.19136598910104,14.222847324514388,4.9095551793324415,63.07648693160072
misato,E711QMST,1536,21,4,16,1.4,1.0,4,5,40,30.916081511746423,0.8657205092906952,111.19286292438272,14.22287846100268,4.90966221560605,63.07730233372513
misato,9K4PMTTL,1536,21,4,16,1.4,1.5,4,5,40,30.916050547680403,0.8657322132587433,111.1927039737654,14.224003587554831,4.909458367360486,63.07068430252936
misato,6199XSDU,1536,21,4,16,1.4,2.0,4,5,40,30.916081511746423,0.8657205092906952,111.19286292438272,14.22287846100268,4.90966221560605,63.07730233372513
misato,0W0U1D8Z,1536,21,4,16,1.4,0.0,8,5,40,30.92066240562195,0.8660525715351105,111.22319144844712,14.206715246598831,4.9123638519535175,63.0656401870621
misato,JX3A6CYB,1536,21,4,16,1.4,0.5,8,5,40,30.920617643502887,0.8660493752360344,111.2244277259356,14.206810672289024,4.912349618981031,63.06526725120675
misato,XD209FVO,1536,21,4,16,1.4,1.0,8,5,40,30.9199641929943,0.866004179418087,111.22226376470876,14.20619857855896,4.912797741642558,63.06463515653667
misato,3UHSWYU0,1536,21,4,16,1.4,1.5,8,5,40,30.921141140140225,0.8659170317649841,111.18092302999608,14.204845986711314,4.91247689143961,63.03849172098204
misato,JWQ596OR,1536,21,4,16,1.4,2.0,8,5,40,30.92047924630064,0.8660170233249664,111.22004118200228,14.206339842438036,4.91252929647542,63.07256794464621
misato,J39L16NO,1536,21,4,16,1.4,0.0,12,5,40,30.924688225622717,0.8660176369547844,111.14147752580052,14.199599656253946,4.9125722395256615,63.063927210506165
misato,AF1SLI5K,1536,21,4,16,1.4,0.5,12,5,40,30.92591242328909,0.8660388481616974,111.12864841700416,14.199870115831686,4.911877643646024,63.060994291237
misato,DQLYYNSQ,1536,21,4,16,1.4,1.0,12,5,40,30.924833595537194,0.8660116022825242,111.1315622721354,14.20021510159496,4.911827547739967,63.06127241289183
misato,AFY0YLAK,1536,21,4,16,1.4,1.5,12,5,40,30.924841293724626,0.8660021728277206,111.12926335720488,14.199967847611791,4.912028428965371,63.06241018329797
misato,SWNSJLWV,1536,21,4,16,1.4,2.0,12,5,40,30.925000425274305,0.8660235589742661,111.11151594208135,14.200024576702322,4.912110264508811,63.05507788512501
misato,F65NDL26,1536,21,4,16,1.4,0.0,16,5,40,30.92484019360901,0.8659911549091339,111.16117643831988,14.200166852562202,4.911911305902729,63.05819411184852
misato,5LZ03W8X,1536,21,4,16,1.4,0.5,16,5,40,30.926409381715757,0.8660271990299225,111.16601915388688,14.198654525786226,4.91195159368344,63.06179705146799
misato,2PG1C76M,1536,21,4,16,1.4,1.0,16,5,40,30.924906806812736,0.8659791275858879,111.16205527102623,14.20108312280352,4.911781570280888,63.051645611066455
misato,082XCN2P,1536,21,4,16,1.4,1.5,16,5,40,30.925108249858383,0.8659678155183792,111.17358516468944,14.20048403883928,4.912083561268323,63.05455324654884
misato,8LGP1ANW,1536,21,4,16,1.4,2.0,16,5,40,30.923868814658316,0.8662037917971611,111.2013892746913,14.192476292106456,4.90942373041006,63.04844721203584
misato,N4L2VVHG,3072,21,4,0,1.4,0.0,1,5,40,31.388135865432268,0.9002288252115249,107.32324857011952,13.556135634155076,4.495789585285973,60.042413552362575
misato,KLYOJIPN,3072,21,4,0,1.4,0.5,1,5,40,31.38335235140974,0.8996825835108757,107.2707811246142,13.561720800289802,4.4962597591759605,60.07812058027555
misato,O4MKETXL,3072,21,4,0,1.4,1.0,1,5,40,31.388606922374684,0.9002424088120461,107.28157862292632,13.555574587663395,4.493784924231023,60.04217967733463
misato,I1JZSP61,3072,21,4,0,1.4,1.5,1,5,40,31.38576508494565,0.900002153813839,107.24490939067324,13.564020997958057,4.495709346491716,60.05293792861944
misato,ZIIC8T0R,3072,21,4,0,1.4,2.0,1,5,40,31.39130158004457,0.9003143751621246,107.33312716893327,13.544399272157282,4.492940882941944,60.04035292373809
misato,YCZOCTCV,3072,21,4,0,1.4,0.0,4,5,40,31.48517101022976,0.90322962641716,107.19074760440778,13.616828686836437,4.461065253357531,60.32275385949104
misato,B630EXAG,3072,21,4,0,1.4,0.5,4,5,40,31.48316433579009,0.9030526795983316,107.2856335949556,13.608386256273407,4.4626670037399325,60.33743109773037
misato,60JP7T5I,3072,21,4,0,1.4,1.0,4,5,40,31.48837335098933,0.9033697047829627,107.22161635802462,13.59838991200832,4.459102370137808,60.3116985237113
misato,D29FP86S,3072,21,4,0,1.4,1.5,4,5,40,31.48500972842706,0.9031255719065666,107.21393545283564,13.594011625248871,4.460811165205119,60.33282312758546
misato,B6BT34QN,3072,21,4,0,1.4,2.0,4,5,40,31.4862493811204,0.9030993548035622,107.24032040171684,13.60089468043634,4.462332528927532,60.33975720611628
misato,5YOZ60O7,3072,21,4,0,1.4,0.0,8,5,40,31.49812609159154,0.9029368668794632,107.308836646412,13.61384763524963,4.473877882436531,60.51331143968095
misato,7ESC9VOB,3072,21,4,0,1.4,0.5,8,5,40,31.498492169883725,0.9029533845186234,107.31000490451386,13.614828218468787,4.471613184184147,60.51692070024713
misato,BOX8DAK0,3072,21,4,0,1.4,1.0,8,5,40,31.495647511291526,0.9027647179365158,107.34121576123653,13.625458699260443,4.4719270371932165,60.51195875708697
misato,SX202SUD,3072,21,4,0,1.4,1.5,8,5,40,31.499437474082555,0.9029470118880272,107.3105541244695,13.619522181222372,4.470012598101092,60.51320398358703
misato,J15DU64S,3072,21,4,0,1.4,2.0,8,5,40,31.500246783359227,0.9030678707361222,107.32219411892363,13.619350171738468,4.47039291307068,60.51339993293475
misato,GOKLJ9HB,3072,21,4,0,1.4,0.0,12,5,40,31.505275305562567,0.9029307746887208,107.38757245852624,13.615919205600978,4.479437188808306,60.58169144109051
misato,OUDFY0IB,3072,21,4,0,1.4,0.5,12,5,40,31.50611209452165,0.9029736503958702,107.38501793258106,13.638107743544625,4.473593107583528,60.57154000068898
misato,PC6I4FBX,3072,21,4,0,1.4,1.0,12,5,40,31.500805905833463,0.902706281542778,107.428565625,13.615018204762777,4.476713586117995,60.58014913009551
misato,PJVIRNQ8,3072,21,4,0,1.4,1.5,12,5,40,31.501773418939614,0.9028414580225944,107.43722452739198,13.631142547342922,4.47763265394027,60.57585720728565
misato,DWOG6AMD,3072,21,4,0,1.4,2.0,12,5,40,31.501773312911965,0.9028059685230256,107.3768908914448,13.631335993607504,4.476124614357218,60.58175465055752
misato,SLAT6AYO,3072,21,4,0,1.4,0.0,16,5,40,31.49987050816141,0.9025321087241172,107.47569802879048,13.64870991258694,4.479850587597967,60.6135616543561
misato,7X6QRG94,3072,21,4,0,1.4,0.5,16,5,40,31.501437703910305,0.9027470138669014,107.49801157769105,13.638255123974195,4.47993846841207,60.62527436859274
misato,LRK7ISP2,3072,21,4,0,1.4,1.0,16,5,40,31.500675602618625,0.9025876712799072,107.53914535349156,13.643655366185058,4.480616810474159,60.6158814417953
misato,BUT009C4,3072,21,4,0,1.4,1.5,16,5,40,31.498658666748938,0.9026343408226968,107.54161831114966,13.636811939127613,4.479951676636204,60.61978778685641
misato,K7TP78XP,3072,21,4,0,1.4,2.0,16,5,40,31.500118024928287,0.9025084233283996,107.52669811680173,13.629873396482378,4.481141738689633,60.61946541857467
misato,AH8VHNLD,3072,21,4,4,1.4,0.0,1,5,40,31.54834358014453,0.9155622240900994,107.34048601466046,13.598181984940938,4.376587504885028,59.23433740518185
misato,ZON80L32,3072,21,4,4,1.4,0.5,1,5,40,31.548639936958903,0.915612019598484,107.32342151572144,13.606279806322872,4.37592422228066,59.2385345137912
misato,6E4R1SI2,3072,21,4,4,1.4,1.0,1,5,40,31.546754369674524,0.9155088764429092,107.34817790195802,13.628130510185445,4.377203712273312,59.228983563326246
misato,Y5L216RX,3072,21,4,4,1.4,1.5,1,5,40,31.54822099571974,0.9155704116821288,107.31136953486688,13.618618297958028,4.3760962467652895,59.2286359112577
misato,KYXX0L1L,3072,21,4,4,1.4,2.0,1,5,40,31.54504479769329,0.9154128965735436,107.34873075327934,13.607780622389097,4.378242442258455,59.24625871065962
misato,GM7MPC50,3072,21,4,4,1.4,0.0,4,5,40,31.59431024859094,0.9148110383749009,107.62261685474532,13.711598170507964,4.406057923678975,59.71456500983066
misato,7QJTRRLC,3072,21,4,4,1.4,0.5,4,5,40,31.59392142598505,0.9147786808013916,107.65437131076396,13.734482365081051,4.4057107006868925,59.698471879530345
misato,EMH1SFMF,3072,21,4,4,1.4,1.0,4,5,40,31.59670816211893,0.9148660066723824,107.56608424961412,13.709327684839993,4.407237939726425,59.69802941326129
misato,QVLJ5P1U,3072,21,4,4,1.4,1.5,4,5,40,31.601404742113598,0.9150597149133682,107.59540328896608,13.704303188526888,4.40437149470042,59.670634430259895
misato,ME1JHVNC,3072,21,4,4,1.4,2.0,4,5,40,31.601185772753084,0.9149935230612756,107.52785761477628,13.712077003773327,4.404379881401968,59.690741361715226
misato,9VV8LA07,3072,21,4,4,1.4,0.0,8,5,40,31.619979451820697,0.9151346397399902,107.74529762128662,13.716889548901316,4.418087336974256,59.82137636718127
misato,QMWWEPF5,3072,21,4,4,1.4,0.5,8,5,40,31.610960851457644,0.9146990606188774,107.84831161024312,13.707981056134257,4.4227695506252,59.86928282222686
misato,B0M70QQD,3072,21,4,4,1.4,1.0,8,5,40,31.61770214522599,0.9150631073117256,107.79347984543794,13.716854115929818,4.416851026119238,59.8399093829081
misato,X8ESPVCX,3072,21,4,4,1.4,1.5,8,5,40,31.618667846765835,0.9150344270467758,107.79302170259456,13.71549170549804,4.419132424809385,59.83939106527863
misato,FUM5L18O,3072,21,4,4,1.4,2.0,8,5,40,31.61869617801617,0.9151124334335328,107.77919348837771,13.722294400958138,4.418357147873988,59.83564906483174
misato,FGXA8KGO,3072,21,4,4,1.4,0.0,12,5,40,31.62939700307968,0.9154324266314506,107.85981957826966,13.702170246911392,4.416425534770066,59.83390448354231
misato,W7M0IXT6,3072,21,4,4,1.4,0.5,12,5,40,31.633700501260225,0.9156256571412088,107.75882039689428,13.698181288696064,4.415859931117312,59.82264687746813
misato,516214Z7,3072,21,4,4,1.4,1.0,12,5,40,31.62428026664463,0.9152039262652396,107.87615487919558,13.70079881655627,4.421430221262987,59.86642575431807
misato,PP540BMI,3072,21,4,4,1.4,1.5,12,5,40,31.634169577153497,0.9156272980570792,107.79344961540328,13.68832305772382,4.418204561795536,59.8231272694174
misato,XO4BCMC5,3072,21,4,4,1.4,2.0,12,5,40,31.62412739320736,0.9151606690883636,107.82776766372494,13.703731263534117,4.420920383434859,59.86256997683057
misato,9AJZ2SDN,3072,21,4,4,1.4,0.0,16,5,40,31.632631101216145,0.9154695108532904,107.8796891372493,13.697314369624184,4.422763249115132,59.85677366870591
misato,ZX7M1QZ6,3072,21,4,4,1.4,0.5,16,5,40,31.63997780882359,0.9158910071849824,107.75297942467203,13.69240581321197,4.420029913912177,59.82337378633873
misato,IS4EYMWG,3072,21,4,4,1.4,1.0,16,5,40,31.63630490643052,0.9156578108668328,107.87621405767749,13.701339322154322,4.421800213685973,59.85231740128183
misato,YH8TVG3J,3072,21,4,4,1.4,1.5,16,5,40,31.63803688524401,0.9156986808776856,107.87294838565778,13.676811767596048,4.423458239457121,59.85200135394678
misato,6V1U7PTF,3072,21,4,4,1.4,2.0,16,5,40,31.62558682376421,0.9150830021500588,107.87833084370172,13.692090357457491,4.428530177202616,59.89718348096431
misato,8M79BNHC,3072,21,4,8,1.4,0.0,1,5,40,31.583208087633302,0.91736749202013,107.58244467351464,13.68116513269991,4.362749710099077,59.11646439110479
misato,2FMW02XL,3072,21,4,8,1.4,0.5,1,5,40,31.58378261904309,0.9174021178483964,107.57340210503476,13.677267802164666,4.362318785010782,59.11219775208173
misato,ANP07P5I,3072,21,4,8,1.4,1.0,1,5,40,31.58233851489103,0.9173224160075188,107.59039173779892,13.673140784769949,4.364593223077981,59.11915711439934
misato,6DXV8LKQ,3072,21,4,8,1.4,1.5,1,5,40,31.583493047262,0.9173898890614508,107.58163167920527,13.677222346360557,4.362269594632296,59.11180585338628
misato,XPWIE941,3072,21,4,8,1.4,2.0,1,5,40,31.584464321134583,0.9174093243479728,107.5360779887636,13.64246724269259,4.361788817735488,59.10083268991364
misato,64BK0K02,3072,21,4,8,1.4,0.0,4,5,40,31.58593493239937,0.9150271126627922,108.3192033817998,13.764039145804004,4.415664749005355,59.70312409630216
misato,BHNKU2EU,3072,21,4,8,1.4,0.5,4,5,40,31.589259422845767,0.9152100309729576,108.24105951967596,13.753028888422776,4.414757159768537,59.67899704274509
misato,MQAL2IGN,3072,21,4,8,1.4,1.0,4,5,40,31.584680652677932,0.9149475929141044,108.25360307436338,13.770632768748992,4.414505711933426,59.71298477315544
misato,U0RZKKEG,3072,21,4,8,1.4,1.5,4,5,40,31.584438701260943,0.9149375024437904,108.2798316816164,13.763730800320356,4.415880858859973,59.69257443625848
misato,GBLRM87F,3072,21,4,8,1.4,2.0,4,5,40,31.5835470258062,0.9149687418341635,108.25291175250766,13.775070026247866,4.414927331636764,59.69114590230408
misato,KQXB4AOG,3072,21,4,8,1.4,0.0,8,5,40,31.597213640256303,0.914947878420353,108.41674480613432,13.765961885633082,4.426971955568271,59.80621873699268
misato,3R1VBNG0,3072,21,4,8,1.4,0.5,8,5,40,31.59431837690704,0.9148897814750672,108.41812044753082,13.76999139776377,4.427417160995225,59.81361424463265
misato,UZKSXMMR,3072,21,4,8,1.4,1.0,8,5,40,31.59345907617092,0.9147819569706916,108.36855871551892,13.779970203551592,4.425923227551511,59.84034552823046
misato,OW4V04IZ,3072,21,4,8,1.4,1.5,8,5,40,31.603502936449207,0.915282762348652,108.22271832802852,13.755349640486648,4.422524271606283,59.77917772700653
misato,VWZKIDJG,3072,21,4,8,1.4,2.0,8,5,40,31.593174272019983,0.9147872838377952,108.40512136260612,13.774148193905276,4.428248145164009,59.83234953065391
misato,2PGWT4NS,3072,21,4,8,1.4,0.0,12,5,40,31.59783123058552,0.915038267672062,108.34963800998256,13.769079692387455,4.430055214445292,59.842469366321936
misato,23SE1I2P,3072,21,4,8,1.4,0.5,12,5,40,31.59883414253536,0.915034171640873,108.44431037808636,13.75346348326076,4.428143443625356,59.83722930150695
misato,TRLE6TEJ,3072,21,4,8,1.4,1.0,12,5,40,31.59966675366872,0.9150283607840538,108.40370084273732,13.757935542625145,4.427472916608722,59.83602200068708
misato,MC8R5INN,3072,21,4,8,1.4,1.5,12,5,40,31.59669854512765,0.9148895534873008,108.38970196518127,13.766717110525557,4.42920280601502,59.85409358730476
misato,ICE0KOY4,3072,21,4,8,1.4,2.0,12,5,40,31.60142760281036,0.9151315477490424,108.44634916811344,13.772981511169789,4.428162083214213,59.83363900378088
misato,6R2960FO,3072,21,4,8,1.4,0.0,16,5,40,31.6143232426404,0.9158029529452324,108.3897746129919,13.743552353794891,4.423776856818751,59.78626982920486
misato,MBZJQYNF,3072,21,4,8,1.4,0.5,16,5,40,31.59921682509176,0.9149144917726516,108.44948718171294,13.758594301197574,4.430551717489853,59.850711880819816
misato,69OMRIX3,3072,21,4,8,1.4,1.0,16,5,40,31.5986142209015,0.914879601597786,108.47643484760802,13.754679315509575,4.4315059414817775,59.8513376545432
misato,Y0UMT856,3072,21,4,8,1.4,1.5,16,5,40,31.60461713527136,0.915241107046604,108.38875119357648,13.729595865147768,4.430020084480344,59.82286178965596
misato,EHS1FM1O,3072,21,4,8,1.4,2.0,16,5,40,31.598938784097182,0.9149776288866996,108.46970636935752,13.743012499566698,4.430225564414903,59.84424555234487
misato,8UCRS81R,3072,21,4,12,1.4,0.0,1,5,40,31.575484014353314,0.916911284327507,106.93459472415128,13.907517276754495,4.380920613359393,59.20759980063735
misato,84S6VFCH,3072,21,4,12,1.4,0.5,1,5,40,31.5765032305194,0.9169500505924224,106.90887396315593,13.905926192589211,4.380485375191873,59.20255568517008
misato,H7YZ68AI,3072,21,4,12,1.4,1.0,1,5,40,31.57633008809152,0.9169424957036972,106.92616179591052,13.905827854529598,4.380610681951756,59.20294758386553
misato,3XSUVST7,3072,21,4,12,1.4,1.5,1,5,40,31.57450538577926,0.9168742817640304,106.97008141034917,13.908463859528766,4.381165580633064,59.20851633790896
misato,JG9FIOHI,3072,21,4,12,1.4,2.0,1,5,40,31.575279369722804,0.9169138139486313,106.95934931158372,13.905143982739183,4.380661105260699,59.20948344275418
misato,SWH3QX9Z,3072,21,4,12,1.4,0.0,4,5,40,31.56853967239972,0.914558084011078,107.5574313790028,14.00739977226092,4.426226669509173,59.74134054005537
misato,VNCBC3BA,3072,21,4,12,1.4,0.5,4,5,40,31.5684627992783,0.9145621100068092,107.55602053674778,14.00692770257685,4.426106865140522,59.73929887427099
misato,9FT6XRQ3,3072,21,4,12,1.4,1.0,4,5,40,31.56962898052513,0.9145551404356956,107.59366913821374,13.994469016897169,4.425812389264766,59.72943187647101
misato,1EVG1XHY,3072,21,4,12,1.4,1.5,4,5,40,31.56967409796153,0.9145128047466278,107.6275294126158,13.991486459028335,4.426005040503471,59.72649895720183
misato,KTSTEHQC,3072,21,4,12,1.4,2.0,4,5,40,31.56952546846936,0.9146189615130424,107.53432073929396,14.00028766812838,4.4255643149252055,59.736030944826666
misato,ZAD1G2C4,3072,21,4,12,1.4,0.0,8,5,40,31.57601109106237,0.9144561952352523,107.73650127676508,14.007474751101672,4.435107631344395,59.8262118914074
misato,14JTF69V,3072,21,4,12,1.4,0.5,8,5,40,31.57607675262907,0.9144764310121536,107.73519272641788,14.001849173768978,4.435245335912243,59.82504251626774
misato,LNVHDS37,3072,21,4,12,1.4,1.0,8,5,40,31.576215492113366,0.9144438329339027,107.79756727912805,14.00911474606729,4.434993204801633,59.832570763788425
