Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,PSNR(dB),SSIM,Cbleed,Ringing,VIF,Compression Ratio (%)
referee,173PG330,20000,21,4,4,1.4,0.0,12,5,40,37.4674936281435,0.9782349881529808,85.72555332031251,11.192551420488192,4.003862374042211,75.04122995509283
referee,UM2XQ5KW,20000,21,4,4,1.4,0.5,12,5,40,37.468976758889305,0.978242443203926,85.68141838348764,11.196036315625252,4.003490739314565,75.04032605971462
referee,Q3E2YI29,20000,21,4,4,1.4,1.0,12,5,40,37.473968705252354,0.9782684966921806,85.67339166063846,11.176247153526994,4.004040400124516,75.04046512054204
referee,RC3UZ1JK,20000,21,4,4,1.4,1.5,12,5,40,37.46863485758144,0.9782427483797074,85.68681248070989,11.20785219883971,4.0040424801077785,75.0486064998927
referee,Q80L17N3,20000,21,4,4,1.4,2.0,12,5,40,37.464450296731016,0.9782232522964478,85.7148430820795,11.20940174499884,4.003851224602294,75.04397324596098
referee,127FKLZO,20000,21,4,4,1.4,0.0,16,5,40,37.47714620402417,0.9782929566502572,85.64803385175541,11.136044792648834,4.003587686454632,75.05270247335484
referee,KOS2PZSH,20000,21,4,4,1.4,0.5,16,5,40,37.47157541137639,0.9782811072468758,85.61224667848188,11.176078901309452,4.002891992410875,75.04498459743313
referee,EKTZEMRJ,20000,21,4,4,1.4,1.0,16,5,40,37.472330678304544,0.9782523399591446,85.6580219630112,11.16695151225061,4.003556552171687,75.07364376977469
referee,FC3E7VJZ,20000,21,4,4,1.4,1.5,16,5,40,37.47573074527379,0.978274931013584,85.70954728370947,11.155743591327743,4.004139781893062,75.04583160429104
referee,IXZADTSI,20000,21,4,4,1.4,2.0,16,5,40,37.47130543406925,0.9782697308063508,85.6614006920332,11.157911862969025,4.004180488912162,75.06620401550781
referee,6F2K7O58,20000,21,4,8,1.4,0.0,1,5,40,37.2258023238628,0.976166435778141,86.91945134548615,12.449975822983992,4.014719722376476,75.09718929623529
referee,BRNYIFFF,20000,21,4,8,1.4,0.5,1,5,40,37.22899329786933,0.9761907806992532,86.88773950978975,12.448116252106718,4.013743963956386,75.09951540462119
referee,12WOMYJI,20000,21,4,8,1.4,1.0,1,5,40,37.22807548799437,0.9761997732520103,86.87073070625968,12.429254777148971,4.014095841550687,75.10355448956301
referee,MZ9XBACS,20000,21,4,8,1.4,1.5,1,5,40,37.22727102173327,0.9761927109956742,86.88973507547256,12.456558184680071,4.014314417617319,75.09900972888511
referee,RVYP8ZJ0,20000,21,4,8,1.4,2.0,1,5,40,37.21612250983951,0.9761081102490424,86.9435239089024,12.509164584181688,4.014923947307984,75.13647397998093
referee,9Y1NUVPY,20000,21,4,8,1.4,0.0,4,5,40,37.31536427543742,0.9770003548264504,86.40621619044173,12.02095730672178,4.017745255298182,75.11679687290126
referee,ZOOYAJY7,20000,21,4,8,1.4,0.5,4,5,40,37.3195330286088,0.9770105242729188,86.36650034842788,12.020386744820325,4.017539546762378,75.11572863290881
referee,67LQJ7AG,20000,21,4,8,1.4,1.0,4,5,40,37.30617677275831,0.9769299331307412,86.37663777970675,12.08172838119346,4.019001720206679,75.156776860784
referee,SODVXC99,20000,21,4,8,1.4,1.5,4,5,40,37.3073856688755,0.9769350361824036,86.400735392554,12.089304114256365,4.019211872740937,75.13507705076005
referee,LFLM9KMO,20000,21,4,8,1.4,2.0,4,5,40,37.30737895047712,0.9769528305530548,86.37447247419941,12.0754096658322,4.018791751302735,75.13194818214313
referee,EL9LW1SX,20000,21,4,8,1.4,0.0,8,5,40,37.36601842602653,0.9774659705162048,86.13476791208522,11.614964435397562,4.01430569546572,75.06867550566784
referee,C9RO1UEY,20000,21,4,8,1.4,0.5,8,5,40,37.375345423041466,0.9775453421473504,86.11310697458529,11.569737655420552,4.01309649200109,75.03300008248836
referee,C830TQ09,20000,21,4,8,1.4,1.0,8,5,40,37.37121614970678,0.9774977174401284,86.1660460069444,11.609309754761858,4.015134322096863,75.05282889228884
referee,3CUJ13JC,20000,21,4,8,1.4,1.5,8,5,40,37.36874967803585,0.9774895295500756,86.11336738763502,11.613925474841992,4.014621899980212,75.06585636343927
referee,86WK1YWL,20000,21,4,8,1.4,2.0,8,5,40,37.37625958745737,0.9775333505868912,86.11906495105127,11.58685862809934,4.014253144111452,75.04777845587489
referee,RYJFNKGK,20000,21,4,8,1.4,0.0,12,5,40,37.38155064892064,0.9775379356741906,86.05369572603203,11.519003591485609,4.012568116357139,75.02908109553384
referee,BTMGQR79,20000,21,4,8,1.4,0.5,12,5,40,37.37927332373935,0.977534371316433,86.05626569974923,11.528521373734884,4.0124573927343,75.03770286683377
referee,KC9KG96R,20000,21,4,8,1.4,1.0,12,5,40,37.38673804024299,0.9775962296128272,86.03913304398145,11.525746347684349,4.012558304413177,74.99783033504495
referee,G7PV5XXC,20000,21,4,8,1.4,1.5,12,5,40,37.37968356461141,0.9775338035821914,86.0968378074363,11.525741291067892,4.0128477843414485,75.02894835565313
referee,NFMM8L4I,20000,21,4,8,1.4,2.0,12,5,40,37.38615581305187,0.9775912892818452,86.01384194637343,11.524518658083204,4.011704622026185,75.01053543791359
referee,FE28FXKP,20000,21,4,8,1.4,0.0,16,5,40,37.3844975215054,0.9775520354509354,86.0484658902392,11.47803118713289,4.01120771158431,75.0469124861769
referee,ZHDEU2IY,20000,21,4,8,1.4,0.5,16,5,40,37.38422665988255,0.9775486356019972,86.03365503351662,11.474269000347151,4.011326621386399,75.0493334087633
referee,IMJJ1FD7,20000,21,4,8,1.4,1.0,16,5,40,37.38616781135176,0.977557285130024,86.02491818817515,11.48213346799458,4.011864469123886,75.04530064476818
referee,WCYV57SW,20000,21,4,8,1.4,1.5,16,5,40,37.384050831124526,0.977551257312298,86.02810231240353,11.464834204451092,4.011696719095045,75.04588849281134
referee,2U37FFRJ,20000,21,4,8,1.4,2.0,16,5,40,37.383043182182,0.9775440061092376,86.02794011622295,11.467344043495595,4.011417372964658,75.0524117098066
referee,C0ZLNPCQ,20000,21,4,12,1.4,0.0,1,5,40,37.20892470755313,0.9761276292800904,86.8965289665316,12.496073324869496,4.021919286653507,75.1674655816551
referee,TKC19XRP,20000,21,4,12,1.4,0.5,1,5,40,37.208113326260246,0.9761279186606407,86.88984435763886,12.488256695866404,4.021602824588501,75.16035451661665
referee,TV1U4UBN,20000,21,4,12,1.4,1.0,1,5,40,37.21078669788141,0.9761378672719002,86.91652852285874,12.446089699647036,4.022515026393794,75.16400170286303
referee,WSJTIQVY,20000,21,4,12,1.4,1.5,1,5,40,37.209015385411846,0.9761067551374436,86.89418917703514,12.495256480751516,4.0223810819926005,75.19324872324779
referee,0YHA24S3,20000,21,4,12,1.4,2.0,1,5,40,37.20800526737731,0.976118941307068,86.88671171272185,12.473565970383143,4.022787315422906,75.17053124080499
referee,8CL1E52J,20000,21,4,12,1.4,0.0,4,5,40,37.3105653576345,0.9770324531197548,86.4047779441551,11.948007815850216,4.02302280620593,75.14062684196338
referee,EX17Z6BQ,20000,21,4,12,1.4,0.5,4,5,40,37.31038171812818,0.97702415317297,86.43209916690773,11.947535649796787,4.023011408977984,75.14331956525794
referee,4ES67P7V,20000,21,4,12,1.4,1.0,4,5,40,37.3013704329633,0.9769745296239852,86.46296716338736,11.984882054737,4.023856276931578,75.15948854691865
referee,0E8FR6WD,20000,21,4,12,1.4,1.5,4,5,40,37.31214433137497,0.9770534339547158,86.39434998312113,11.987627253083511,4.022252016662666,75.12433144136864
referee,ACYDSYM0,20000,21,4,12,1.4,2.0,4,5,40,37.30445070346261,0.976989676952362,86.38735400752313,11.987790530781856,4.024205053102481,75.1492106875831
referee,SQVHPF8K,20000,21,4,12,1.4,0.0,8,5,40,37.36282758115978,0.9774931168556212,86.00539975163969,11.566972343219286,4.02015926510238,75.10842793946935
referee,4HZ9GWVR,20000,21,4,12,1.4,0.5,8,5,40,37.36067137518048,0.9775089970231056,85.99846766372485,11.598080986265677,4.020278633911891,75.09117175497609
referee,4OF9KBO2,20000,21,4,12,1.4,1.0,8,5,40,37.359011952554255,0.9774861872196198,86.02649538966051,11.60133444929888,4.020805118854607,75.1081498178145
referee,2RNL5MN1,20000,21,4,12,1.4,1.5,8,5,40,37.36774611395485,0.9775203922390938,86.005437936439,11.547355812894272,4.020973671888827,75.10581106753521
referee,AY0K706X,20000,21,4,12,1.4,2.0,8,5,40,37.35453654985522,0.9774520003795624,86.06259188729746,11.601602008839208,4.021145827578878,75.12140484304616
referee,TOJDZ1RP,20000,21,4,12,1.4,0.0,12,5,40,37.36547741115184,0.9775191894173624,86.04393702498074,11.49554124775888,4.0187287481941,75.09949644178107
referee,ABX5WXMV,20000,21,4,12,1.4,0.5,12,5,40,37.3685448102536,0.9775297331809998,86.01078556375388,11.495974486593571,4.01905672848537,75.10450895251483
referee,2V9GSOBS,20000,21,4,12,1.4,1.0,12,5,40,37.377972980571286,0.977593476176262,86.03641474006555,11.451003303148964,4.017852159909115,75.06641892769565
referee,3IMOHL17,20000,21,4,12,1.4,1.5,12,5,40,37.367346249055934,0.9775378957390786,86.01407941020447,11.51072789607441,4.018429023092266,75.0912349644431
referee,0140GDA6,20000,21,4,12,1.4,2.0,12,5,40,37.37350726063314,0.9775551363825798,86.0187084237558,11.457992566985322,4.018266564951836,75.10048883041311
referee,20C5ICW0,20000,21,4,12,1.4,0.0,16,5,40,37.37354201472848,0.9775672575831412,85.9721518627025,11.451540687244792,4.019131145584218,75.11227107506345
referee,E0JTH4VU,20000,21,4,12,1.4,0.5,16,5,40,37.37264713973916,0.9775364565849304,85.9680937343268,11.481838890817556,4.019117973128755,75.1332882228437
referee,6H9EJG2L,20000,21,4,12,1.4,1.0,16,5,40,37.377161181795536,0.977584635913372,85.96157162061155,11.421137609927152,4.017949979858054,75.0981500801338
referee,QK38SUHX,20000,21,4,12,1.4,1.5,16,5,40,37.37198884161192,0.9775445544719696,85.98125835382908,11.465177978884885,4.018718519758166,75.11152520335277
referee,CA2AN8VV,20000,21,4,12,1.4,2.0,16,5,40,37.37111174017769,0.9775589081645012,85.91373138020833,11.469392407137407,4.018112011380208,75.0958492555347
referee,PPNDBHSZ,20000,21,4,16,1.4,0.0,1,5,40,37.21266796015963,0.9761524042487144,86.87930563753856,12.477260791813803,4.022428235656183,75.14153073734158
referee,6CXAZK1E,20000,21,4,16,1.4,0.5,1,5,40,37.214706681175855,0.9761485213041304,86.86617895206403,12.497380650048616,4.022063176812322,75.1628955371904
referee,0WXQRYYZ,20000,21,4,16,1.4,1.0,1,5,40,37.21599030402911,0.9761919781565668,86.89983198061347,12.44953541565733,4.022027649748647,75.14962787006536
referee,CNFLJER8,20000,21,4,16,1.4,1.5,1,5,40,37.21233438265961,0.976146518588066,86.90277728829089,12.48190515509352,4.021921490866866,75.1606895267918
referee,3WQZGTK3,20000,21,4,16,1.4,2.0,1,5,40,37.21213822753892,0.9761435091495514,86.8720989185475,12.452191054573188,4.022571565387822,75.16797125739116
referee,ZOD2BJV9,20000,21,4,16,1.4,0.0,4,5,40,37.30665167177765,0.9770156985521316,86.40779866415893,11.98400816866974,4.023193840727084,75.1247233400641
referee,IY28133G,20000,21,4,16,1.4,0.5,4,5,40,37.30598487469722,0.9769849175214768,86.42488582175925,11.945307825693932,4.023089020345819,75.16166295258373
referee,OAL58IF2,20000,21,4,16,1.4,1.0,4,5,40,37.30396774419951,0.9769859221577644,86.40400720003858,11.986445833872285,4.024503198983595,75.15440650577118
referee,4RGMFMJ3,20000,21,4,16,1.4,1.5,4,5,40,37.31495735725111,0.9770782420039176,86.38059818913963,11.919868305687976,4.023287327504093,75.12103190719081
ant,H7M0LT3S,576,21,4,0,1.4,0.0,1,5,40,31.93793772429631,0.932230168879032,99.02486656901044,17.441172979783243,58.28349482629845,93.89904120719967
ant,JIDIPTYE,576,21,4,0,1.4,0.5,1,5,40,31.930181253335057,0.9321580368280412,99.12971840157212,17.447824327773127,58.58976458696099,93.89048896631348
ant,7ZN19VWB,576,21,4,0,1.4,1.0,1,5,40,31.96277705140007,0.9322196742892266,98.72327515914348,17.55190655146249,58.53669140781946,93.88951554052154
ant,894Z1PM7,576,21,4,0,1.4,1.5,1,5,40,31.930819216836248,0.9322079479694366,98.60179955873842,17.497972899317602,58.04873872018333,93.89830797738236
ant,WAUOK89Z,576,21,4,0,1.4,2.0,1,5,40,31.93214338638148,0.9322667017579078,98.88752391734182,17.505236886389845,57.8084629599721,93.9326623227014
ant,7OOS5QNX,576,21,4,0,1.4,0.0,4,5,40,31.945048079967528,0.9322233089804648,99.04410350839116,17.549256746502653,57.231912429431446,93.87632372475692
ant,YDOZQ433,576,21,4,0,1.4,0.5,4,5,40,31.933593504398683,0.9322347348928453,98.69493338276423,17.518583740397652,57.952872477154415,93.87067279840636
ant,AZFY31CQ,576,21,4,0,1.4,1.0,4,5,40,31.934179542430275,0.9322319412231446,98.91791617597416,17.521513028771725,58.63755725711026,93.89981868364389
ant,Y5YAJ6S8,576,21,4,0,1.4,1.5,4,5,40,31.92770792535043,0.9322254371643066,98.736869862799,17.467506193032364,57.6727483144874,93.93548146492996
ant,HOYJJMDQ,576,21,4,0,1.4,2.0,4,5,40,31.895242854257685,0.932149755358696,99.07211817250192,17.48987956192646,57.78460967096135,93.88681649628028
ant,YEI60TSF,576,21,4,0,1.4,0.0,8,5,40,31.934530310740808,0.9322465538978576,98.67024135802474,17.477339725068806,58.09124866294233,93.90729636359096
ant,G2GAS7J4,576,21,4,0,1.4,0.5,8,5,40,31.94251652702869,0.932231034040451,98.78045024353786,17.54573370276759,58.03907501570306,93.86761978114986
ant,W0WMISH2,576,21,4,0,1.4,1.0,8,5,40,31.921871731245844,0.9321720692515372,98.67923557219324,17.483795865213416,58.33038173234538,93.93338923157198
ant,A42NHSGR,576,21,4,0,1.4,1.5,8,5,40,31.913473308011216,0.932167158126831,98.79441892722802,17.555524328089493,58.236730390893214,93.88904146951896
ant,LOZGS12D,576,21,4,0,1.4,2.0,8,5,40,31.95994657056822,0.9322661703824996,99.13019806134264,17.432200449952497,58.442300473640586,93.89254959493792
ant,3AG41XBY,576,21,4,0,1.4,0.0,12,5,40,31.925123073933374,0.932187682390213,99.09774542100692,17.449791782573257,57.59310148620564,93.9112722390658
ant,1KFX3WZD,576,21,4,0,1.4,0.5,12,5,40,31.923012229063005,0.932186525464058,98.86381408781835,17.541683832053103,56.98488979223431,93.87677251197266
ant,DJNVPFNM,576,21,4,0,1.4,1.0,12,5,40,31.930181171305325,0.9321924525499344,99.0310299913194,17.53909322479646,57.62641253330217,93.87082450112716
ant,62FOEJVZ,576,21,4,0,1.4,1.5,12,5,40,31.934471851044563,0.9322354504466056,99.20070226658947,17.491745938049498,57.56506653914496,93.92255512892676
ant,M46LS2SL,576,21,4,0,1.4,2.0,12,5,40,31.940734797900703,0.932208255827427,99.10966317153746,17.54183319169298,57.90499316668917,93.87973071502866
ant,N3F8OKVI,576,21,4,0,1.4,0.0,16,5,40,31.91878377161946,0.932212816476822,98.85461293041088,17.51325294842568,58.72371425815214,93.91879416563978
ant,5E0Q3XRK,576,21,4,0,1.4,0.5,16,5,40,31.94190722414815,0.9322053253650664,98.90087020760996,17.554911796244983,57.30167324156086,93.9029917988877
ant,FW6Q9QXO,576,21,4,0,1.4,1.0,16,5,40,31.935913549218803,0.9321805974841118,98.6760376567322,17.501126496666483,57.40286156186745,93.9150332023528
ant,VMTE6RUQ,576,21,4,0,1.4,1.5,16,5,40,31.92605948155901,0.9322137719392776,99.04533466796867,17.505317683325107,57.68639461508156,93.89196174689476
ant,0PSNXVN2,576,21,4,0,1.4,2.0,16,5,40,31.9331428970956,0.9322164994478226,99.04944263840665,17.547756579954495,57.76082930259815,93.8961335717173
ant,BUJP2FZW,576,21,4,4,1.4,0.0,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,92.3922476117093
ant,LPPGVQGA,576,21,4,4,1.4,0.5,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,92.3922476117093
ant,NZH3TRIQ,576,21,4,4,1.4,1.0,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,92.3922476117093
ant,0NPCE4R0,576,21,4,4,1.4,1.5,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,92.3922476117093
ant,0HLLEJVN,576,21,4,4,1.4,2.0,1,5,40,32.38213122276051,0.9313471281528471,98.3415413483796,17.85929826453538,32.687328843760696,92.3922476117093
ant,ISJD90V6,576,21,4,4,1.4,0.0,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,92.49724485735678
ant,P0A9XVM8,576,21,4,4,1.4,0.5,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,92.49724485735678
ant,WM676SIZ,576,21,4,4,1.4,1.0,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,92.49724485735678
ant,X18E1WTN,576,21,4,4,1.4,1.5,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,92.49724485735678
ant,2BM2COEX,576,21,4,4,1.4,2.0,4,5,40,32.39402139253734,0.931720509827137,98.16724053216625,17.868318758318523,34.079893185999495,92.49724485735678
ant,D47064S4,576,21,4,4,1.4,0.0,8,5,40,32.36512240361941,0.9316501268744468,98.9435420030382,18.0180597517076,33.17272649960508,92.4813792811377
ant,KX2585CD,576,21,4,4,1.4,0.5,8,5,40,32.36512240361941,0.9316501268744468,98.9435420030382,18.0180597517076,33.17272649960508,92.4813792811377
ant,50WHJI6B,576,21,4,4,1.4,1.0,8,5,40,32.36512240361941,0.9316501268744468,98.9435420030382,18.0180597517076,33.17272649960508,92.4813792811377
ant,L4DJ2R23,576,21,4,4,1.4,1.5,8,5,40,32.36512240361941,0.9316501268744468,98.9435420030382,18.0180597517076,33.17272649960508,92.4813792811377
ant,OW7EUXZA,576,21,4,4,1.4,2.0,8,5,40,32.36512240361941,0.9316501268744468,98.9435420030382,18.0180597517076,33.17272649960508,92.4813792811377
ant,YJZWDYG9,576,21,4,4,1.4,0.0,12,5,40,32.348825903855435,0.93165914863348,98.24969724151238,18.09790530601418,32.56481072832656,92.41571728680948
ant,PEK9L2SP,576,21,4,4,1.4,0.5,12,5,40,32.348825903855435,0.93165914863348,98.24969724151238,18.09790530601418,32.56481072832656,92.41571728680948
ant,C96GY1QI,576,21,4,4,1.4,1.0,12,5,40,32.348825903855435,0.93165914863348,98.24969724151238,18.09790530601418,32.56481072832656,92.41571728680948
ant,DGN3PONW,576,21,4,4,1.4,1.5,12,5,40,32.348825903855435,0.93165914863348,98.24969724151238,18.09790530601418,32.56481072832656,92.41571728680948
ant,V2FJ3ASP,576,21,4,4,1.4,2.0,12,5,40,32.348825903855435,0.93165914863348,98.24969724151238,18.09790530601418,32.56481072832656,92.41571728680948
ant,S71SJSZ0,576,21,4,4,1.4,0.0,16,5,40,32.34412557859468,0.931842239499092,98.429324005353,18.029910121477272,33.96841953884585,92.57034660595188
ant,JJQSNL6O,576,21,4,4,1.4,0.5,16,5,40,32.34412557859468,0.931842239499092,98.429324005353,18.029910121477272,33.96841953884585,92.57034660595188
ant,DN6FULQB,576,21,4,4,1.4,1.0,16,5,40,32.34412557859468,0.931842239499092,98.429324005353,18.029910121477272,33.96841953884585,92.57034660595188
ant,1G6JH7YS,576,21,4,4,1.4,1.5,16,5,40,32.34412557859468,0.931842239499092,98.429324005353,18.029910121477272,33.96841953884585,92.57034660595188
ant,5VX9GK5P,576,21,4,4,1.4,2.0,16,5,40,32.34412557859468,0.931842239499092,98.429324005353,18.029910121477272,33.96841953884585,92.57034660595188
ant,SGJK0W8S,576,21,4,8,1.4,0.0,1,5,40,32.38986728121686,0.9313710740208626,101.16865955584484,18.11274668674323,30.82387047522745,91.96779604074862
ant,QP5O3NEM,576,21,4,8,1.4,0.5,1,5,40,32.38986728121686,0.9313710740208626,101.16865955584484,18.11274668674323,30.82387047522745,91.96779604074862
ant,S63P0ZTB,576,21,4,8,1.4,1.0,1,5,40,32.38986728121686,0.9313710740208626,101.16865955584484,18.11274668674323,30.82387047522745,91.96779604074862
ant,TCYUWWB8,576,21,4,8,1.4,1.5,1,5,40,32.38986728121686,0.9313710740208626,101.16865955584484,18.11274668674323,30.82387047522745,91.96779604074862
ant,ZPJO3WFY,576,21,4,8,1.4,2.0,1,5,40,32.38986728121686,0.9313710740208626,101.16865955584484,18.11274668674323,30.82387047522745,91.96779604074862
ant,BW65G1JG,576,21,4,8,1.4,0.0,4,5,40,32.30064194539518,0.9315528988838196,101.07927436704288,17.960038567876353,31.752659128467982,92.10358893872252
ant,PD99UVOS,576,21,4,8,1.4,0.5,4,5,40,32.30064194539518,0.9315528988838196,101.07927436704288,17.960038567876353,31.752659128467982,92.10358893872252
ant,AGBUORLB,576,21,4,8,1.4,1.0,4,5,40,32.30064194539518,0.9315528988838196,101.07927436704288,17.960038567876353,31.752659128467982,92.10358893872252
ant,DGT2GM6Z,576,21,4,8,1.4,1.5,4,5,40,32.30064194539518,0.9315528988838196,101.07927436704288,17.960038567876353,31.752659128467982,92.10358893872252
ant,MZ4SGWZS,576,21,4,8,1.4,2.0,4,5,40,32.30064194539518,0.9315528988838196,101.07927436704288,17.960038567876353,31.752659128467982,92.10358893872252
ant,5Z0JGVUB,576,21,4,8,1.4,0.0,8,5,40,32.27990796493972,0.9316323572397232,101.07681704161844,17.860842976619903,32.0007763631365,92.11859486619028
ant,MHVJ7Z5I,576,21,4,8,1.4,0.5,8,5,40,32.27990796493972,0.9316323572397232,101.07681704161844,17.860842976619903,32.0007763631365,92.11859486619028
ant,SBTL7VP1,576,21,4,8,1.4,1.0,8,5,40,32.27990796493972,0.9316323572397232,101.07681704161844,17.860842976619903,32.0007763631365,92.11859486619028
ant,YZU5G8PL,576,21,4,8,1.4,1.5,8,5,40,32.27990796493972,0.9316323572397232,101.07681704161844,17.860842976619903,32.0007763631365,92.11859486619028
ant,TIZHU8VJ,576,21,4,8,1.4,2.0,8,5,40,32.27990796493972,0.9316323572397232,101.07681704161844,17.860842976619903,32.0007763631365,92.11859486619028
ant,T5VHAUWC,576,21,4,8,1.4,0.0,12,5,40,32.31255635967957,0.9320232647657396,100.56400712890624,18.020093154074104,31.98761470400546,92.21435088776116
ant,KG49JR5R,576,21,4,8,1.4,0.5,12,5,40,32.31255635967957,0.9320232647657396,100.56400712890624,18.020093154074104,31.98761470400546,92.21435088776116
ant,M1XORNLG,576,21,4,8,1.4,1.0,12,5,40,32.31255635967957,0.9320232647657396,100.56400712890624,18.020093154074104,31.98761470400546,92.21435088776116
ant,VTUVVENU,576,21,4,8,1.4,1.5,12,5,40,32.31255635967957,0.9320232647657396,100.56400712890624,18.020093154074104,31.98761470400546,92.21435088776116
ant,JMIYZ5RT,576,21,4,8,1.4,2.0,12,5,40,32.31255635967957,0.9320232647657396,100.56400712890624,18.020093154074104,31.98761470400546,92.21435088776116
ant,T4S25OFC,576,21,4,8,1.4,0.0,16,5,40,32.33464933356911,0.931939716041088,100.94354085407026,17.860714716427182,32.15039934549958,92.1635431181799
ant,8W8NWXAX,576,21,4,8,1.4,0.5,16,5,40,32.33464933356911,0.931939716041088,100.94354085407026,17.860714716427182,32.15039934549958,92.1635431181799
ant,6EWA3VPV,576,21,4,8,1.4,1.0,16,5,40,32.33464933356911,0.931939716041088,100.94354085407026,17.860714716427182,32.15039934549958,92.1635431181799
ant,SB4591IT,576,21,4,8,1.4,1.5,16,5,40,32.33464933356911,0.931939716041088,100.94354085407026,17.860714716427182,32.15039934549958,92.1635431181799
ant,SLBV4ID6,576,21,4,8,1.4,2.0,16,5,40,32.33464933356911,0.931939716041088,100.94354085407026,17.860714716427182,32.15039934549958,92.1635431181799
ant,FSKZK3ZD,576,21,4,12,1.4,0.0,1,5,40,32.405532914585905,0.9316349372267724,100.22208422550156,18.02121888794132,31.041216902679903,92.0361697212115
ant,EX347VMP,576,21,4,12,1.4,0.5,1,5,40,32.405532914585905,0.9316349372267724,100.22208422550156,18.02121888794132,31.041216902679903,92.0361697212115
ant,0LSAW4ST,576,21,4,12,1.4,1.0,1,5,40,32.405532914585905,0.9316349372267724,100.22208422550156,18.02121888794132,31.041216902679903,92.0361697212115
ant,9LYOBWN4,576,21,4,12,1.4,1.5,1,5,40,32.405532914585905,0.9316349372267724,100.22208422550156,18.02121888794132,31.041216902679903,92.0361697212115
ant,GP1G4DSI,576,21,4,12,1.4,2.0,1,5,40,32.405532914585905,0.9316349372267724,100.22208422550156,18.02121888794132,31.041216902679903,92.0361697212115
ant,OQ3I4HM7,576,21,4,12,1.4,0.0,4,5,40,32.389210363634064,0.931702547967434,99.85043845606678,18.2009136967858,31.28323982740514,92.08636435896278
ant,9N3PJH30,576,21,4,12,1.4,0.5,4,5,40,32.389210363634064,0.931702547967434,99.85043845606678,18.2009136967858,31.28323982740514,92.08636435896278
ant,A6BIJL5C,576,21,4,12,1.4,1.0,4,5,40,32.389210363634064,0.931702547967434,99.85043845606678,18.2009136967858,31.28323982740514,92.08636435896278
ant,BP0RP49G,576,21,4,12,1.4,1.5,4,5,40,32.389210363634064,0.931702547967434,99.85043845606678,18.2009136967858,31.28323982740514,92.08636435896278
ant,MSMS80AI,576,21,4,12,1.4,2.0,4,5,40,32.389210363634064,0.931702547967434,99.85043845606678,18.2009136967858,31.28323982740514,92.08636435896278
ant,VZ0R0AYP,576,21,4,12,1.4,0.0,8,5,40,32.37709543487122,0.9317372861504556,99.67796875843946,18.02052002548117,31.056781097723,92.13140742515289
ant,5BZSE73V,576,21,4,12,1.4,0.5,8,5,40,32.37709543487122,0.9317372861504556,99.67796875843946,18.02052002548117,31.056781097723,92.13140742515289
ant,XUEASEEA,576,21,4,12,1.4,1.0,8,5,40,32.37709543487122,0.9317372861504556,99.67796875843946,18.02052002548117,31.056781097723,92.13140742515289
ant,DLC2S93G,576,21,4,12,1.4,1.5,8,5,40,32.37709543487122,0.9317372861504556,99.67796875843946,18.02052002548117,31.056781097723,92.13140742515289
ant,FPC2N6RV,576,21,4,12,1.4,2.0,8,5,40,32.37709543487122,0.9317372861504556,99.67796875843946,18.02052002548117,31.056781097723,92.13140742515289
ant,3V7F3WUT,576,21,4,12,1.4,0.0,12,5,40,32.374557556939855,0.9318993663787842,99.14745454282406,18.0635387477178,31.365828167204644,92.20002762253708
ant,YOPNCCT1,576,21,4,12,1.4,0.5,12,5,40,32.374557556939855,0.9318993663787842,99.14745454282406,18.0635387477178,31.365828167204644,92.20002762253708
ant,W97SHZ1W,576,21,4,12,1.4,1.0,12,5,40,32.374557556939855,0.9318993663787842,99.14745454282406,18.0635387477178,31.365828167204644,92.20002762253708
ant,2UQAESCJ,576,21,4,12,1.4,1.5,12,5,40,32.374557556939855,0.9318993663787842,99.14745454282406,18.0635387477178,31.365828167204644,92.20002762253708
ant,T8VMH84A,576,21,4,12,1.4,2.0,12,5,40,32.374557556939855,0.9318993663787842,99.14745454282406,18.0635387477178,31.365828167204644,92.20002762253708
ant,BW4P9OL8,576,21,4,12,1.4,0.0,16,5,40,32.37587066897877,0.9321689367294312,99.02701513792437,18.07007031513937,31.817206221954283,92.31424080847437
ant,H5NPR7HX,576,21,4,12,1.4,0.5,16,5,40,32.37587066897877,0.9321689367294312,99.02701513792437,18.07007031513937,31.817206221954283,92.31424080847437
ant,LZD4P5R5,576,21,4,12,1.4,1.0,16,5,40,32.37587066897877,0.9321689367294312,99.02701513792437,18.07007031513937,31.817206221954283,92.31424080847437
