Sequence,Video ID,PSNR(dB),SSIM,Cbleed,Ringing,VIF
ant,SON4OMCQ,34.14232975913868,0.940053348220996,88.72601357842348,13.310670330837876,12.197836909348485
ant,9H1M2BY5,34.13789363547766,0.9401862428556034,88.6969880811509,17.071106379502417,13.773645565466758
ant,5HKZI612,33.57328606445378,0.937401100770751,93.68049769478228,17.29593660081055,19.483373764766437
ant,PSZP5D8Q,31.91711778563457,0.9323230548877621,98.12745467900658,17.426129404027847,58.954940812608335
ant,U6ZJ6PXH,33.59186354652847,0.9374788184071061,93.24759594197225,17.058284116369332,19.082485850847426
ant,0M8ZSQC1,33.29004953096232,0.9362230594478437,95.31764972878658,18.882669843416142,25.057948048551875
ant,K6GQ65VQ,33.25036621499996,0.9353669689069339,96.04198247165985,18.452087323968172,25.415174886420527
ant,HM989ARU,32.33913454792489,0.9313807001161338,99.21627588571421,18.04779575671355,31.1066036930915
ant,LW8LVQ43,33.24355108326735,0.9356436868805197,95.55746062199614,18.548400022289464,24.36819403611427
ant,7SCVBE3D,34.12399818234706,0.9399870067686584,88.88587522097268,13.604626956704337,12.36628240995157
ant,CTFFFHIA,33.2433970897769,0.9354150058025151,96.55168845202995,18.61994916043336,24.23067303630244
ant,X5VLCJXW,33.25352267757238,0.9355362256368002,96.5863499787425,18.525746970971724,24.3468130341603
ant,DBL7MXSJ,33.49778847152833,0.9372838990605292,94.13705891477223,17.914737004806128,20.964836204755144
ant,E1MUU5L1,33.23602154984995,0.9355797797293213,95.41414500606531,18.461172740435174,24.34162335766872
ant,TA247H6F,33.24629084906278,0.9353818878605591,96.880625115165,18.649698968395192,24.373545632926422
ant,1P2BV53C,33.4864505519376,0.937119561937911,94.60684375671799,18.05339989462836,21.52949194105986
ant,ISN80FB7,33.18898654522794,0.9357792008575515,95.89636576353381,18.384472568988887,36.618586410155224
ant,M384HACB,34.11596285206693,0.9399648830665285,89.08221803909657,13.949428313964587,12.86151339930634
ant,2UQ1644T,33.58937774486477,0.9374507523294705,93.16427032588787,17.21317705880702,19.161088933348868
ant,8GHN2YZ3,34.14627513198446,0.9399960628196374,88.68457557289756,16.537484304560092,12.17636760751995
ant,4NBPBW98,34.147920363451945,0.940369063645453,88.60675096738527,14.668880480323157,13.618167474549665
ant,88H9OQD1,33.48223166948241,0.9371112831196382,94.64757773991732,17.987395654415465,21.564974890121434
ant,X9F8S46Y,33.58222459420618,0.9374049718107157,93.68004512425338,17.314610687562325,19.5041938030901
ant,XPAWSQWK,32.40683160414493,0.931258533724505,100.55262465162608,17.988744404595874,31.843461057997423
ant,5B1UIRO7,33.24937406975095,0.9355253271795624,95.83386448352368,18.53174696987174,24.335773668028317
ant,HSMKGZA3,31.79191109807062,0.9319504887903508,99.21697658625283,17.33401798522595,59.21577202729999
ant,T6A18VK6,33.49829212008137,0.9373160265571442,94.17065304025783,17.76328264685589,20.91151996692785
ant,MMSRO872,33.24443241121896,0.9353942002230022,96.2373655077717,18.330535409001666,25.52335420502424
ant,QF9MW5C7,33.52384515530338,0.9374184231853011,94.09663463522476,17.770446415709092,20.952084467222466
ant,9IKFWKG6,34.16666884447626,0.9406093121761113,88.53655829408132,14.582539747335666,13.596578672593518
ant,6MFQOTM2,34.10998283831168,0.939727462939362,88.91672564789867,16.667829964353963,12.386683449097223
ant,1QGRHJ40,33.45928891440921,0.9370379053538118,94.25013279474544,18.63140766954849,25.6544004904447
ant,KGCZ0880,33.58207848993645,0.9373520141217246,93.59202578326541,18.354077314104327,22.44149454618217
ant,6JB2830I,33.2619271790908,0.9354784556882298,97.31004471757721,18.514101492191287,24.029484861542862
ant,5Z4NXER8,33.59234319000466,0.9374967261926451,93.26428782495694,17.100215641067674,19.100925017879327
ant,N61NOGTL,33.24993294138805,0.9353767055184093,96.54421638072175,18.628735088963413,24.402874148783155
ant,N16F6HRI,33.47903252136963,0.9370680033270993,94.08676301771429,18.7431925278345,21.429451736716985
ant,NDGVFQ8V,34.13512499984997,0.9400034680295346,88.7637567167538,13.378359897319662,12.312682385314151
ant,XFBPPFXJ,33.50417653159811,0.9372539899835539,93.90589716348812,18.664414772766623,21.40866236016747
ant,6Z1HXT6B,32.28879045022609,0.9314916018229812,99.33901520200882,18.133375373962284,31.816366452911083
ant,0YH4BDN6,33.526376354245336,0.9373784788805454,93.93999267863042,17.660232077683183,21.34301815589249
ant,PCTIHN2P,33.61396410128696,0.9376171053345523,93.08467696600907,16.797168667731324,19.003686365670507
ant,TZPC5RZ3,33.60733374845573,0.9375769033360837,93.21016136284258,16.924330882111516,19.026055440058823
ant,23IO4S9Y,33.588373239637356,0.9374112608420908,93.13490855305835,17.362320325365463,19.24557275087841
ant,NRU64X39,33.60803855199659,0.9375795025137527,93.12386070347532,17.02858483361198,19.013035882070184
