Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
duck,JMVNTCH0,8692,12,4,0,1.4,1.3,3,5,40,0
duck,BJFCCNKH,10721,12,4,0,1.4,1.3,3,5,40,0
duck,IHI93D1F,12750,12,4,0,1.4,1.3,3,5,40,0
duck,S1SPEIZ2,14779,12,4,0,1.4,1.3,3,5,40,0
duck,MKF2XVZS,16808,12,4,0,1.4,1.3,3,5,40,0
duck,JXVVB3Y0,20000,12,4,0,1.4,1.3,3,5,40,0
duck,DWXWO236,576,25,4,0,1.4,1.3,3,5,40,0
duck,B36GBZVE,2605,25,4,0,1.4,1.3,3,5,40,0
duck,KSK314KW,4634,25,4,0,1.4,1.3,3,5,40,0
duck,R7D8EZ3N,6663,25,4,0,1.4,1.3,3,5,40,0
duck,Z6P7R0AC,8692,25,4,0,1.4,1.3,3,5,40,0
duck,ER2YSPL5,10721,25,4,0,1.4,1.3,3,5,40,0
duck,AODC3YF0,12750,25,4,0,1.4,1.3,3,5,40,0
duck,0O6RKT12,14779,25,4,0,1.4,1.3,3,5,40,0
duck,FOKPGARF,16808,25,4,0,1.4,1.3,3,5,40,0
duck,G7PPJ6A1,20000,25,4,0,1.4,1.3,3,5,40,0
duck,AB29STW9,576,37,4,0,1.4,1.3,3,5,40,0
duck,AF1YHZ54,2605,37,4,0,1.4,1.3,3,5,40,0
duck,8HIVFXKM,4634,37,4,0,1.4,1.3,3,5,40,0
duck,2N8YF0CT,6663,37,4,0,1.4,1.3,3,5,40,0
duck,B761CTF2,8692,37,4,0,1.4,1.3,3,5,40,0
duck,Q8800T43,10721,37,4,0,1.4,1.3,3,5,40,0
duck,Z9TJHJSV,12750,37,4,0,1.4,1.3,3,5,40,0
duck,W7DXJ2EV,14779,37,4,0,1.4,1.3,3,5,40,0
duck,T4941K91,16808,37,4,0,1.4,1.3,3,5,40,0
duck,L1SBJC84,20000,37,4,0,1.4,1.3,3,5,40,0
duck,EL0UECOV,576,50,4,0,1.4,1.3,3,5,40,0
duck,EQN9LOR1,2605,50,4,0,1.4,1.3,3,5,40,0
duck,94VH9L5H,4634,50,4,0,1.4,1.3,3,5,40,0
duck,LT6LDZMI,6663,50,4,0,1.4,1.3,3,5,40,0
duck,GNKGCN8I,8692,50,4,0,1.4,1.3,3,5,40,0
duck,XECPCKC1,10721,50,4,0,1.4,1.3,3,5,40,0
duck,ZANZOCJL,12750,50,4,0,1.4,1.3,3,5,40,0
duck,DSE0NH4S,14779,50,4,0,1.4,1.3,3,5,40,0
duck,V84VEKK2,16808,50,4,0,1.4,1.3,3,5,40,0
duck,O2IS05OS,20000,50,4,0,1.4,1.3,3,5,40,0
