Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
cat,NEYLZW18,6918,21,4,0,1.4,1.3,3,5,40,0
cat,SLKZ4R2Z,7314,21,4,0,1.4,1.3,3,5,40,0
cat,JGBEE92Z,7711,21,4,0,1.4,1.3,3,5,40,0
cat,CT7ZFLIS,8107,21,4,0,1.4,1.3,3,5,40,0
cat,G7PF8O87,8504,21,4,0,1.4,1.3,3,5,40,0
cat,6LI5IRSY,8900,21,4,0,1.4,1.3,3,5,40,0
cat,QM1M7OCO,9296,21,4,0,1.4,1.3,3,5,40,0
cat,NDX2G3F1,9693,21,4,0,1.4,1.3,3,5,40,0
cat,1RQLO40B,10089,21,4,0,1.4,1.3,3,5,40,0
cat,SAX8E2LT,10486,21,4,0,1.4,1.3,3,5,40,0
cat,NB42MTS0,10882,21,4,0,1.4,1.3,3,5,40,0
cat,RWAL887J,11279,21,4,0,1.4,1.3,3,5,40,0
cat,YP1KYRI1,11675,21,4,0,1.4,1.3,3,5,40,0
cat,NNUT5FPD,12071,21,4,0,1.4,1.3,3,5,40,0
cat,WWHCCQLK,12468,21,4,0,1.4,1.3,3,5,40,0
cat,IN14WNVY,12864,21,4,0,1.4,1.3,3,5,40,0
cat,JKUCR4Z1,13261,21,4,0,1.4,1.3,3,5,40,0
cat,VQO0JUE9,13657,21,4,0,1.4,1.3,3,5,40,0
cat,K1PL867B,14053,21,4,0,1.4,1.3,3,5,40,0
cat,WR3HJ87D,14450,21,4,0,1.4,1.3,3,5,40,0
cat,8O1WXWO5,14846,21,4,0,1.4,1.3,3,5,40,0
cat,046JCXQM,15243,21,4,0,1.4,1.3,3,5,40,0
cat,79JM0Y9C,15639,21,4,0,1.4,1.3,3,5,40,0
cat,OCQJ90MC,16035,21,4,0,1.4,1.3,3,5,40,0
cat,CBSDJMU9,16432,21,4,0,1.4,1.3,3,5,40,0
cat,I8XTWBLW,16828,21,4,0,1.4,1.3,3,5,40,0
cat,GXIW82RG,17225,21,4,0,1.4,1.3,3,5,40,0
cat,PE4201MF,17621,21,4,0,1.4,1.3,3,5,40,0
cat,HVY5JGQY,18017,21,4,0,1.4,1.3,3,5,40,0
cat,LDMBEO51,18414,21,4,0,1.4,1.3,3,5,40,0
cat,T7H78FCG,18810,21,4,0,1.4,1.3,3,5,40,0
cat,GPEGCDV7,19207,21,4,0,1.4,1.3,3,5,40,0
cat,NL6PQC9U,19603,21,4,0,1.4,1.3,3,5,40,0
cat,3Q329ZZC,20000,21,4,0,1.4,1.3,3,5,40,0
american_football,ZKYOTKDU,576,21,4,0,1.4,1.3,3,5,40,0
american_football,F2F9STWW,972,21,4,0,1.4,1.3,3,5,40,0
american_football,BPU0YRQH,1368,21,4,0,1.4,1.3,3,5,40,0
american_football,6KJKFFN7,1765,21,4,0,1.4,1.3,3,5,40,0
american_football,OUG7YOLI,2161,21,4,0,1.4,1.3,3,5,40,0
american_football,8BRKAKYX,2558,21,4,0,1.4,1.3,3,5,40,0
american_football,OS0KVAYZ,2954,21,4,0,1.4,1.3,3,5,40,0
american_football,WC0K83V8,3350,21,4,0,1.4,1.3,3,5,40,0
american_football,QH9V67HR,3747,21,4,0,1.4,1.3,3,5,40,0
american_football,SNW5Q4CL,4143,21,4,0,1.4,1.3,3,5,40,0
american_football,82SNFVOB,4540,21,4,0,1.4,1.3,3,5,40,0
american_football,4PCU8887,4936,21,4,0,1.4,1.3,3,5,40,0
american_football,BJLMUZB2,5332,21,4,0,1.4,1.3,3,5,40,0
american_football,S6OFOG9X,5729,21,4,0,1.4,1.3,3,5,40,0
american_football,D57SMPWP,6125,21,4,0,1.4,1.3,3,5,40,0
american_football,8E1NKITA,6522,21,4,0,1.4,1.3,3,5,40,0
american_football,357DGEEF,6918,21,4,0,1.4,1.3,3,5,40,0
american_football,W624HSK4,7314,21,4,0,1.4,1.3,3,5,40,0
american_football,W4YYNWPV,7711,21,4,0,1.4,1.3,3,5,40,0
american_football,FVPOK1L9,8107,21,4,0,1.4,1.3,3,5,40,0
american_football,56YSRV7V,8504,21,4,0,1.4,1.3,3,5,40,0
american_football,YQKYRN3B,8900,21,4,0,1.4,1.3,3,5,40,0
american_football,ZFQTHAVV,9296,21,4,0,1.4,1.3,3,5,40,0
american_football,CJ5I2CUL,9693,21,4,0,1.4,1.3,3,5,40,0
american_football,FSP2TSOX,10089,21,4,0,1.4,1.3,3,5,40,0
american_football,D2NGMR2I,10486,21,4,0,1.4,1.3,3,5,40,0
american_football,R6XG20PO,10882,21,4,0,1.4,1.3,3,5,40,0
american_football,MBID5M5P,11279,21,4,0,1.4,1.3,3,5,40,0
american_football,CXKAMIGI,11675,21,4,0,1.4,1.3,3,5,40,0
american_football,QD3F9WJ3,12071,21,4,0,1.4,1.3,3,5,40,0
american_football,7C289GKW,12468,21,4,0,1.4,1.3,3,5,40,0
american_football,DK3DUMBW,12864,21,4,0,1.4,1.3,3,5,40,0
american_football,EB4DCDZE,13261,21,4,0,1.4,1.3,3,5,40,0
american_football,DKJS950B,13657,21,4,0,1.4,1.3,3,5,40,0
american_football,FWME06QR,14053,21,4,0,1.4,1.3,3,5,40,0
american_football,KTEGCEKD,14450,21,4,0,1.4,1.3,3,5,40,0
american_football,E3YCJPOK,14846,21,4,0,1.4,1.3,3,5,40,0
american_football,7HCCVIJI,15243,21,4,0,1.4,1.3,3,5,40,0
american_football,W5CPQQJD,15639,21,4,0,1.4,1.3,3,5,40,0
american_football,FOTHUI12,16035,21,4,0,1.4,1.3,3,5,40,0
american_football,80H8JSIQ,16432,21,4,0,1.4,1.3,3,5,40,0
american_football,3XJ69RAT,16828,21,4,0,1.4,1.3,3,5,40,0
american_football,IZTQ4781,17225,21,4,0,1.4,1.3,3,5,40,0
american_football,64SXQQRS,17621,21,4,0,1.4,1.3,3,5,40,0
american_football,H3RPBWEN,18017,21,4,0,1.4,1.3,3,5,40,0
american_football,9ZJYT1FU,18414,21,4,0,1.4,1.3,3,5,40,0
american_football,S5DE69JG,18810,21,4,0,1.4,1.3,3,5,40,0
american_football,1V9OT4QY,19207,21,4,0,1.4,1.3,3,5,40,0
american_football,6X7FHL9W,19603,21,4,0,1.4,1.3,3,5,40,0
american_football,7W3AOPYS,20000,21,4,0,1.4,1.3,3,5,40,0
wheel,LZ0QJW1R,576,21,4,0,1.4,1.3,3,5,40,0
wheel,7TCKX28Q,972,21,4,0,1.4,1.3,3,5,40,0
wheel,2WPSFASZ,1368,21,4,0,1.4,1.3,3,5,40,0
wheel,0X6QNERH,1765,21,4,0,1.4,1.3,3,5,40,0
wheel,8RM5CAZB,2161,21,4,0,1.4,1.3,3,5,40,0
wheel,KK96DLWW,2558,21,4,0,1.4,1.3,3,5,40,0
wheel,F6ZUOTHO,2954,21,4,0,1.4,1.3,3,5,40,0
wheel,S15RJ7DQ,3350,21,4,0,1.4,1.3,3,5,40,0
wheel,7UDPLKIG,3747,21,4,0,1.4,1.3,3,5,40,0
wheel,CR7FYVNM,4143,21,4,0,1.4,1.3,3,5,40,0
wheel,SPZ3IRTK,4540,21,4,0,1.4,1.3,3,5,40,0
wheel,GDLVP62G,4936,21,4,0,1.4,1.3,3,5,40,0
wheel,80QUZBJT,5332,21,4,0,1.4,1.3,3,5,40,0
wheel,8FZ79N5C,5729,21,4,0,1.4,1.3,3,5,40,0
wheel,3DV1VL3M,6125,21,4,0,1.4,1.3,3,5,40,0
wheel,05HU7LCU,6522,21,4,0,1.4,1.3,3,5,40,0
wheel,P94EM756,6918,21,4,0,1.4,1.3,3,5,40,0
wheel,R2SYL63Q,7314,21,4,0,1.4,1.3,3,5,40,0
wheel,A6E0BNWB,7711,21,4,0,1.4,1.3,3,5,40,0
wheel,M65YUC7O,8107,21,4,0,1.4,1.3,3,5,40,0
wheel,9P7KK9XQ,8504,21,4,0,1.4,1.3,3,5,40,0
wheel,ZHB1BJQX,8900,21,4,0,1.4,1.3,3,5,40,0
wheel,PXDPPLU6,9296,21,4,0,1.4,1.3,3,5,40,0
wheel,6FGEKUXY,9693,21,4,0,1.4,1.3,3,5,40,0
wheel,IUX4XZJH,10089,21,4,0,1.4,1.3,3,5,40,0
wheel,OVCSC90B,10486,21,4,0,1.4,1.3,3,5,40,0
wheel,VU0MH1RY,10882,21,4,0,1.4,1.3,3,5,40,0
wheel,YMALC4WL,11279,21,4,0,1.4,1.3,3,5,40,0
wheel,LW8R1FUO,11675,21,4,0,1.4,1.3,3,5,40,0
wheel,8JQHDL52,12071,21,4,0,1.4,1.3,3,5,40,0
wheel,1J3V5MYJ,12468,21,4,0,1.4,1.3,3,5,40,0
wheel,RCCJULJP,12864,21,4,0,1.4,1.3,3,5,40,0
wheel,PPOX0MWG,13261,21,4,0,1.4,1.3,3,5,40,0
wheel,4B67SCG0,13657,21,4,0,1.4,1.3,3,5,40,0
wheel,LQWL5X2B,14053,21,4,0,1.4,1.3,3,5,40,0
wheel,YX4EDRYO,14450,21,4,0,1.4,1.3,3,5,40,0
wheel,4N87WUJ7,14846,21,4,0,1.4,1.3,3,5,40,0
wheel,MVP6NHWE,15243,21,4,0,1.4,1.3,3,5,40,0
wheel,MV79NKFO,15639,21,4,0,1.4,1.3,3,5,40,0
wheel,XQORKFLT,16035,21,4,0,1.4,1.3,3,5,40,0
wheel,2YNNNOEW,16432,21,4,0,1.4,1.3,3,5,40,0
wheel,MWC3N839,16828,21,4,0,1.4,1.3,3,5,40,0
wheel,987BAC89,17225,21,4,0,1.4,1.3,3,5,40,0
wheel,F12VTD60,17621,21,4,0,1.4,1.3,3,5,40,0
wheel,OSYNYBKV,18017,21,4,0,1.4,1.3,3,5,40,0
wheel,CT85QFX9,18414,21,4,0,1.4,1.3,3,5,40,0
wheel,XUS3P8YX,18810,21,4,0,1.4,1.3,3,5,40,0
wheel,I07WZWXB,19207,21,4,0,1.4,1.3,3,5,40,0
wheel,9HQDYWLQ,19603,21,4,0,1.4,1.3,3,5,40,0
wheel,6OLUP7LU,20000,21,4,0,1.4,1.3,3,5,40,0
runberk,VIQN8UPC,576,21,4,0,1.4,1.3,3,5,40,0
runberk,8UNQPHVP,972,21,4,0,1.4,1.3,3,5,40,0
runberk,6WPXJLY3,1368,21,4,0,1.4,1.3,3,5,40,0
runberk,8YT5LYGN,1765,21,4,0,1.4,1.3,3,5,40,0
runberk,C3FT7TVM,2161,21,4,0,1.4,1.3,3,5,40,0
runberk,RJCOH4RK,2558,21,4,0,1.4,1.3,3,5,40,0
runberk,ARCLF14Y,2954,21,4,0,1.4,1.3,3,5,40,0
runberk,SY4J9VF6,3350,21,4,0,1.4,1.3,3,5,40,0
runberk,VM3531XR,3747,21,4,0,1.4,1.3,3,5,40,0
runberk,6V660PMA,4143,21,4,0,1.4,1.3,3,5,40,0
runberk,BU3HTGOC,4540,21,4,0,1.4,1.3,3,5,40,0
runberk,UYZM4QG0,4936,21,4,0,1.4,1.3,3,5,40,0
runberk,IXZQQPW6,5332,21,4,0,1.4,1.3,3,5,40,0
runberk,F520S36L,5729,21,4,0,1.4,1.3,3,5,40,0
runberk,NKORVYQZ,6125,21,4,0,1.4,1.3,3,5,40,0
runberk,GJ2G3QPV,6522,21,4,0,1.4,1.3,3,5,40,0
runberk,SPZQD0Q2,6918,21,4,0,1.4,1.3,3,5,40,0
runberk,8A0U542Q,7314,21,4,0,1.4,1.3,3,5,40,0
runberk,4Q5B3D4T,7711,21,4,0,1.4,1.3,3,5,40,0
runberk,W6BN6O8T,8107,21,4,0,1.4,1.3,3,5,40,0
runberk,D4ALJ38W,8504,21,4,0,1.4,1.3,3,5,40,0
runberk,UK83SQNS,8900,21,4,0,1.4,1.3,3,5,40,0
runberk,1YDR03R5,9296,21,4,0,1.4,1.3,3,5,40,0
runberk,YP1RVZAV,9693,21,4,0,1.4,1.3,3,5,40,0
runberk,QIPGRQIJ,10089,21,4,0,1.4,1.3,3,5,40,0
runberk,XOM4FVXY,10486,21,4,0,1.4,1.3,3,5,40,0
runberk,B76BTGIX,10882,21,4,0,1.4,1.3,3,5,40,0
runberk,D73MDO8M,11279,21,4,0,1.4,1.3,3,5,40,0
runberk,K3YXGEO2,11675,21,4,0,1.4,1.3,3,5,40,0
runberk,AKWTSTAX,12071,21,4,0,1.4,1.3,3,5,40,0
runberk,COQUGC4R,12468,21,4,0,1.4,1.3,3,5,40,0
runberk,TMWPBSEI,12864,21,4,0,1.4,1.3,3,5,40,0
runberk,9G4FH85B,13261,21,4,0,1.4,1.3,3,5,40,0
runberk,TWS7S52B,13657,21,4,0,1.4,1.3,3,5,40,0
runberk,4HQ72SSM,14053,21,4,0,1.4,1.3,3,5,40,0
runberk,R3E95QTO,14450,21,4,0,1.4,1.3,3,5,40,0
runberk,WRPKYVML,14846,21,4,0,1.4,1.3,3,5,40,0
runberk,2A4EN94J,15243,21,4,0,1.4,1.3,3,5,40,0
runberk,JXLPI7YZ,15639,21,4,0,1.4,1.3,3,5,40,0
runberk,54C7U2CS,16035,21,4,0,1.4,1.3,3,5,40,0
runberk,TQ0FFIVG,16432,21,4,0,1.4,1.3,3,5,40,0
runberk,U4GZ7029,16828,21,4,0,1.4,1.3,3,5,40,0
runberk,5FRIJ0P2,17225,21,4,0,1.4,1.3,3,5,40,0
runberk,I1M4MEFQ,17621,21,4,0,1.4,1.3,3,5,40,0
runberk,XKQAUYR4,18017,21,4,0,1.4,1.3,3,5,40,0
runberk,FNJTU13Q,18414,21,4,0,1.4,1.3,3,5,40,0
runberk,E6TTVVTH,18810,21,4,0,1.4,1.3,3,5,40,0
runberk,VH1V4CW2,19207,21,4,0,1.4,1.3,3,5,40,0
runberk,BO6Z4EG9,19603,21,4,0,1.4,1.3,3,5,40,0
runberk,49MEKZRI,20000,21,4,0,1.4,1.3,3,5,40,0
ant,DJKUMM5F,576,21,4,0,1.4,1.3,3,5,40,0
ant,QDOLMIDP,972,21,4,0,1.4,1.3,3,5,40,0
ant,2PTGYNLZ,1368,21,4,0,1.4,1.3,3,5,40,0
ant,7HW8L3UN,1765,21,4,0,1.4,1.3,3,5,40,0
ant,3AFZ802Q,2161,21,4,0,1.4,1.3,3,5,40,0
ant,OT9XAF9G,2558,21,4,0,1.4,1.3,3,5,40,0
ant,ZUFG9CID,2954,21,4,0,1.4,1.3,3,5,40,0
ant,6V7KZ9JO,3350,21,4,0,1.4,1.3,3,5,40,0
ant,98NX4TV8,3747,21,4,0,1.4,1.3,3,5,40,0
ant,DK3WRR5A,4143,21,4,0,1.4,1.3,3,5,40,0
ant,ZNEXPA5R,4540,21,4,0,1.4,1.3,3,5,40,0
ant,P9BX9F9K,4936,21,4,0,1.4,1.3,3,5,40,0
ant,NMQUMZH4,5332,21,4,0,1.4,1.3,3,5,40,0
ant,DDENMB86,5729,21,4,0,1.4,1.3,3,5,40,0
ant,PJP29C8T,6125,21,4,0,1.4,1.3,3,5,40,0
ant,HQ8JR812,6522,21,4,0,1.4,1.3,3,5,40,0
ant,RS01NV5U,6918,21,4,0,1.4,1.3,3,5,40,0
ant,MQPEOOA8,7314,21,4,0,1.4,1.3,3,5,40,0
ant,GCRX6HL5,7711,21,4,0,1.4,1.3,3,5,40,0
ant,8T3EKL7D,8107,21,4,0,1.4,1.3,3,5,40,0
ant,GZ1YNU3F,8504,21,4,0,1.4,1.3,3,5,40,0
ant,WBUJNDWC,8900,21,4,0,1.4,1.3,3,5,40,0
ant,44EJ0N0U,9296,21,4,0,1.4,1.3,3,5,40,0
ant,QOAX6MT7,9693,21,4,0,1.4,1.3,3,5,40,0
ant,N1FSTHFE,10089,21,4,0,1.4,1.3,3,5,40,0
ant,NNKJ3A2B,10486,21,4,0,1.4,1.3,3,5,40,0
ant,SHSRGBRJ,10882,21,4,0,1.4,1.3,3,5,40,0
ant,0VMOTSPN,11279,21,4,0,1.4,1.3,3,5,40,0
ant,XF7YS1DF,11675,21,4,0,1.4,1.3,3,5,40,0
ant,KG1MZH3O,12071,21,4,0,1.4,1.3,3,5,40,0
ant,SZ3JZ5Y0,12468,21,4,0,1.4,1.3,3,5,40,0
ant,PVILD65Z,12864,21,4,0,1.4,1.3,3,5,40,0
ant,CXVGS16C,13261,21,4,0,1.4,1.3,3,5,40,0
ant,BKW3T1KF,13657,21,4,0,1.4,1.3,3,5,40,0
ant,4631B6OP,14053,21,4,0,1.4,1.3,3,5,40,0
ant,YWMYHYV6,14450,21,4,0,1.4,1.3,3,5,40,0
ant,P27S6YQV,14846,21,4,0,1.4,1.3,3,5,40,0
ant,H7GR8023,15243,21,4,0,1.4,1.3,3,5,40,0
ant,FV3L2VDE,15639,21,4,0,1.4,1.3,3,5,40,0
ant,9YV9FCXP,16035,21,4,0,1.4,1.3,3,5,40,0
ant,IL3MA00M,16432,21,4,0,1.4,1.3,3,5,40,0
ant,F4QZOVYF,16828,21,4,0,1.4,1.3,3,5,40,0
ant,VSVUF26J,17225,21,4,0,1.4,1.3,3,5,40,0
ant,8046WB25,17621,21,4,0,1.4,1.3,3,5,40,0
ant,80Q9QLSP,18017,21,4,0,1.4,1.3,3,5,40,0
ant,5O6XYJMP,18414,21,4,0,1.4,1.3,3,5,40,0
ant,CNFUTXBN,18810,21,4,0,1.4,1.3,3,5,40,0
ant,H4GQD6GS,19207,21,4,0,1.4,1.3,3,5,40,0
ant,U0DC1JQF,19603,21,4,0,1.4,1.3,3,5,40,0
ant,IBFLX1XU,20000,21,4,0,1.4,1.3,3,5,40,0
misato,18RAOJNG,576,21,4,0,1.4,1.3,3,5,40,0
misato,KU1RKQ6N,972,21,4,0,1.4,1.3,3,5,40,0
misato,PT7X3GIG,1368,21,4,0,1.4,1.3,3,5,40,0
misato,0DM1WWOE,1765,21,4,0,1.4,1.3,3,5,40,0
misato,8TKNEBQQ,2161,21,4,0,1.4,1.3,3,5,40,0
misato,WFHW3KC1,2558,21,4,0,1.4,1.3,3,5,40,0
misato,M3VFLMQJ,2954,21,4,0,1.4,1.3,3,5,40,0
misato,NL5M4YBR,3350,21,4,0,1.4,1.3,3,5,40,0
misato,KULCUDCU,3747,21,4,0,1.4,1.3,3,5,40,0
misato,1Z6LMCP3,4143,21,4,0,1.4,1.3,3,5,40,0
misato,0X72HA76,4540,21,4,0,1.4,1.3,3,5,40,0
misato,3J8ODJVZ,4936,21,4,0,1.4,1.3,3,5,40,0
misato,AUU8BMEG,5332,21,4,0,1.4,1.3,3,5,40,0
misato,I9LKVR8S,5729,21,4,0,1.4,1.3,3,5,40,0
misato,5V37A3FN,6125,21,4,0,1.4,1.3,3,5,40,0
misato,AWND5P33,6522,21,4,0,1.4,1.3,3,5,40,0
misato,JPAFH33H,6918,21,4,0,1.4,1.3,3,5,40,0
misato,36RVKWY2,7314,21,4,0,1.4,1.3,3,5,40,0
misato,IEUFVKTE,7711,21,4,0,1.4,1.3,3,5,40,0
misato,JNFHLNE3,8107,21,4,0,1.4,1.3,3,5,40,0
misato,20R3557T,8504,21,4,0,1.4,1.3,3,5,40,0
misato,JDUE0QZL,8900,21,4,0,1.4,1.3,3,5,40,0
misato,OO42PCSN,9296,21,4,0,1.4,1.3,3,5,40,0
misato,752CWFEN,9693,21,4,0,1.4,1.3,3,5,40,0
misato,2NKHZV8K,10089,21,4,0,1.4,1.3,3,5,40,0
misato,P7I2AVHK,10486,21,4,0,1.4,1.3,3,5,40,0
misato,I1II4BCN,10882,21,4,0,1.4,1.3,3,5,40,0
misato,AR9ORY7Y,11279,21,4,0,1.4,1.3,3,5,40,0
misato,GWS4N8SF,11675,21,4,0,1.4,1.3,3,5,40,0
misato,NDZUI14S,12071,21,4,0,1.4,1.3,3,5,40,0
misato,9AXDTOAG,12468,21,4,0,1.4,1.3,3,5,40,0
misato,RW4VDXSS,12864,21,4,0,1.4,1.3,3,5,40,0
misato,13CVUV44,13261,21,4,0,1.4,1.3,3,5,40,0
misato,DDA47UTX,13657,21,4,0,1.4,1.3,3,5,40,0
misato,HW5HYS7S,14053,21,4,0,1.4,1.3,3,5,40,0
misato,4NQ200S3,14450,21,4,0,1.4,1.3,3,5,40,0
misato,MA2UKLED,14846,21,4,0,1.4,1.3,3,5,40,0
misato,V4S79IIL,15243,21,4,0,1.4,1.3,3,5,40,0
misato,1G4NT2V0,15639,21,4,0,1.4,1.3,3,5,40,0
misato,HPD56I1V,16035,21,4,0,1.4,1.3,3,5,40,0
misato,MRBQK693,16432,21,4,0,1.4,1.3,3,5,40,0
misato,4LXHEPHB,16828,21,4,0,1.4,1.3,3,5,40,0
misato,QGJWBOBP,17225,21,4,0,1.4,1.3,3,5,40,0
misato,SEK6U4GB,17621,21,4,0,1.4,1.3,3,5,40,0
misato,9MWTJ5C2,18017,21,4,0,1.4,1.3,3,5,40,0
misato,UAWAMY92,18414,21,4,0,1.4,1.3,3,5,40,0
misato,AFQZNF52,18810,21,4,0,1.4,1.3,3,5,40,0
misato,CEYBXL5X,19207,21,4,0,1.4,1.3,3,5,40,0
misato,7WE76QSI,19603,21,4,0,1.4,1.3,3,5,40,0
misato,4R15A4IZ,20000,21,4,0,1.4,1.3,3,5,40,0
duck,FCN0HBLE,576,21,4,0,1.4,1.3,3,5,40,0
duck,Q0ND1VLO,972,21,4,0,1.4,1.3,3,5,40,0
duck,A6E0JA4P,1368,21,4,0,1.4,1.3,3,5,40,0
duck,V08BLKUX,1765,21,4,0,1.4,1.3,3,5,40,0
duck,XH43N3QW,2161,21,4,0,1.4,1.3,3,5,40,0
duck,D983FOIR,2558,21,4,0,1.4,1.3,3,5,40,0
duck,A5CNYUB0,2954,21,4,0,1.4,1.3,3,5,40,0
duck,GB6IOHU4,3350,21,4,0,1.4,1.3,3,5,40,0
duck,MENZPZX3,3747,21,4,0,1.4,1.3,3,5,40,0
duck,9YULARN0,4143,21,4,0,1.4,1.3,3,5,40,0
duck,K2TDAUPX,4540,21,4,0,1.4,1.3,3,5,40,0
duck,5JBD1CRK,4936,21,4,0,1.4,1.3,3,5,40,0
duck,8MHMFOVX,5332,21,4,0,1.4,1.3,3,5,40,0
duck,7LQ3OTG7,5729,21,4,0,1.4,1.3,3,5,40,0
duck,4YR4LQ4P,6125,21,4,0,1.4,1.3,3,5,40,0
duck,APHF1KFB,6522,21,4,0,1.4,1.3,3,5,40,0
duck,X2HBKWWL,6918,21,4,0,1.4,1.3,3,5,40,0
duck,7ZL1DDH8,7314,21,4,0,1.4,1.3,3,5,40,0
duck,5H2YYHBQ,7711,21,4,0,1.4,1.3,3,5,40,0
duck,CNXCQ807,8107,21,4,0,1.4,1.3,3,5,40,0
duck,3X3TSZP1,8504,21,4,0,1.4,1.3,3,5,40,0
duck,MDNSCUAO,8900,21,4,0,1.4,1.3,3,5,40,0
duck,ZUYVMN16,9296,21,4,0,1.4,1.3,3,5,40,0
duck,TU6L8KWM,9693,21,4,0,1.4,1.3,3,5,40,0
