Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
misato,VZRDQH3K,14779,50,4,0,1.4,1.3,3,5,40,0
misato,XT255FFK,16808,50,4,0,1.4,1.3,3,5,40,0
misato,LQSIUS8V,20000,50,4,0,1.4,1.3,3,5,40,0
duck,C7U72CFC,576,0,4,0,1.4,1.3,3,5,40,0
duck,5VLCVLYE,2605,0,4,0,1.4,1.3,3,5,40,0
duck,ZDJ9AZZ3,4634,0,4,0,1.4,1.3,3,5,40,0
duck,ZCVUV16O,6663,0,4,0,1.4,1.3,3,5,40,0
duck,FDU3K6PT,8692,0,4,0,1.4,1.3,3,5,40,0
duck,FYQRPD79,10721,0,4,0,1.4,1.3,3,5,40,0
duck,W3F5H1EL,12750,0,4,0,1.4,1.3,3,5,40,0
duck,2E5T7PNQ,14779,0,4,0,1.4,1.3,3,5,40,0
duck,25S8AR4H,16808,0,4,0,1.4,1.3,3,5,40,0
duck,MBJRR4HC,20000,0,4,0,1.4,1.3,3,5,40,0
duck,VY4RRHDZ,576,12,4,0,1.4,1.3,3,5,40,0
duck,XCFYEXI5,2605,12,4,0,1.4,1.3,3,5,40,0
duck,G5KQNVG7,4634,12,4,0,1.4,1.3,3,5,40,0
duck,8NPA1KTU,6663,12,4,0,1.4,1.3,3,5,40,0
duck,QVVL7K7R,8692,12,4,0,1.4,1.3,3,5,40,0
duck,7GP8X228,10721,12,4,0,1.4,1.3,3,5,40,0
duck,RP6X0Q7T,12750,12,4,0,1.4,1.3,3,5,40,0
duck,3SU5JHJU,14779,12,4,0,1.4,1.3,3,5,40,0
duck,KOCH9AX5,16808,12,4,0,1.4,1.3,3,5,40,0
duck,75CS09IN,20000,12,4,0,1.4,1.3,3,5,40,0
duck,3FPEJVS5,576,25,4,0,1.4,1.3,3,5,40,0
duck,6GSIBRCL,2605,25,4,0,1.4,1.3,3,5,40,0
duck,VRWTQ5J0,4634,25,4,0,1.4,1.3,3,5,40,0
duck,S50AKVAR,6663,25,4,0,1.4,1.3,3,5,40,0
duck,2S778D10,8692,25,4,0,1.4,1.3,3,5,40,0
duck,L6806ZA6,10721,25,4,0,1.4,1.3,3,5,40,0
duck,37W1X9DM,12750,25,4,0,1.4,1.3,3,5,40,0
duck,OMPU40PK,14779,25,4,0,1.4,1.3,3,5,40,0
duck,X8D8CCAG,16808,25,4,0,1.4,1.3,3,5,40,0
duck,RTLLM27D,20000,25,4,0,1.4,1.3,3,5,40,0
duck,3A35UGFX,576,37,4,0,1.4,1.3,3,5,40,0
duck,53BDWK7A,2605,37,4,0,1.4,1.3,3,5,40,0
